trial,r_t0,r_t1,cp,obs_cp,epoch_number,reward_p_t0,m_image,f_image,iti,p_id_solution,epoch_trial,epoch_length
240,0.0,3.58005947197617,0.0,0.0,7.0,0.25,m3~36-v1.tif,f3~31-v1.tif,8.7780430033,109,14.0,30.0
241,0.0,3.5289168641442900,0.0,0.0,7.0,0.25,m4~48-v1.tif,f5~58-v1.tif,6.8306028319,109,15.0,30.0
242,0.0,3.797329162645220,0.0,0.0,7.0,0.25,m3~36-v1.tif,f1~16-v1.tif,9.2971715128,109,16.0,30.0
243,0.0,2.683759886566430,0.0,0.0,7.0,0.25,m5~52-v1.tif,f3~37-v1.tif,8.796708646500000,109,17.0,30.0
244,0.0,3.229533578157190,0.0,0.0,7.0,0.25,m1~17-v1.tif,f1~16-v1.tif,6.9964718438,109,18.0,30.0
245,0.0,3.8597993887643600,0.0,0.0,7.0,0.25,m4~48-v1.tif,f4~43-v1.tif,8.4826235838,109,19.0,30.0
246,5.149043083028900,0.0,0.0,1.0,7.0,0.25,m3~36-v1.tif,f1~12-v1.tif,7.9748496299000000,109,20.0,30.0
247,0.0,2.661896650015770,0.0,1.0,7.0,0.25,m3~34-v1.tif,f4~46-v1.tif,6.5102862759,109,21.0,30.0
248,0.0,3.3325262911129600,0.0,0.0,7.0,0.25,m4~48-v1.tif,f5~59-v1.tif,6.1189629448,109,22.0,30.0
249,1.722204982649840,0.0,0.0,1.0,7.0,0.25,m2~29-v1.tif,f5~51-v1.tif,7.186002986700000,109,23.0,30.0
250,0.0,2.822523950161420,0.0,1.0,7.0,0.25,m3~34-v1.tif,f1~11-v1.tif,6.5996902655,109,24.0,30.0
251,0.0,2.5255606018092800,0.0,0.0,7.0,0.25,m5~51-v1.tif,f5~54-v1.tif,8.335805110400000,109,25.0,30.0
252,0.0,2.4072868958138900,0.0,0.0,7.0,0.25,m5~51-v1.tif,f1~16-v1.tif,6.6296212335,109,26.0,30.0
253,0.0,2.678163921576940,0.0,0.0,7.0,0.25,m5~51-v1.tif,f1~12-v1.tif,6.737836669200000,109,27.0,30.0
254,0.0,5.265527350377890,0.0,0.0,7.0,0.25,m3~34-v1.tif,f2~26-v1.tif,6.2146412383000000,109,28.0,30.0
255,0.0,2.39610047231037,0.0,0.0,7.0,0.25,m2~24-v1.tif,f3~31-v1.tif,9.6231719091,109,29.0,30.0
256,4.320995492549960,0.0,1.0,1.0,8.0,0.75,m2~24-v1.tif,f5~51-v1.tif,6.5511363568,102,0.0,27.0
257,4.118033507338550,0.0,0.0,0.0,8.0,0.75,m3~36-v1.tif,f2~22-v1.tif,8.316670306,102,1.0,27.0
258,0.0,3.3495907931231400,0.0,1.0,8.0,0.75,m1~12-v1.tif,f5~56-v1.tif,6.6602143789,102,2.0,27.0
259,2.4476463243136700,0.0,0.0,1.0,8.0,0.75,m3~35-v1.tif,f2~22-v1.tif,6.532901353400000,102,3.0,27.0
260,2.4858362214709400,0.0,0.0,0.0,8.0,0.75,m4~410-v1.tif,f4~45-v1.tif,6.763984022100000,102,4.0,27.0
261,4.503921842516010,0.0,0.0,0.0,8.0,0.75,m3~34-v1.tif,f5~59-v1.tif,9.3190846444,102,5.0,27.0
262,0.0,3.42008073012271,0.0,1.0,8.0,0.75,m3~34-v1.tif,f2~21-v1.tif,7.833443911,102,6.0,27.0
263,3.0417192338103000,0.0,0.0,1.0,8.0,0.75,m1~19-v1.tif,f4~43-v1.tif,7.401030339200000,102,7.0,27.0
264,2.925529266510960,0.0,0.0,0.0,8.0,0.75,m2~28-v1.tif,f3~36-v1.tif,7.5219071665,102,8.0,27.0
265,4.2238044375460700,0.0,0.0,0.0,8.0,0.75,m4~43-v1.tif,f4~43-v1.tif,7.028919838000000,102,9.0,27.0
266,1.2772448550359300,0.0,0.0,0.0,8.0,0.75,m4~48-v1.tif,f3~35-v1.tif,8.2496598149,102,10.0,27.0
267,4.207419849049020,0.0,0.0,0.0,8.0,0.75,m4~410-v1.tif,f3~36-v1.tif,9.7943547361,102,11.0,27.0
268,1.584116579289020,0.0,0.0,0.0,8.0,0.75,m1~18-v1.tif,f1~11-v1.tif,6.1987829926,102,12.0,27.0
269,3.227868689059880,0.0,0.0,0.0,8.0,0.75,m4~42-v1.tif,f1~16-v1.tif,6.2067479573,102,13.0,27.0
270,0.0,3.2499072323188600,0.0,1.0,8.0,0.75,m2~28-v1.tif,f5~59-v1.tif,7.023105083,102,14.0,27.0
271,1.9925068408303800,0.0,0.0,1.0,8.0,0.75,m5~53-v1.tif,f5~56-v1.tif,7.718719605,102,15.0,27.0
272,3.512629800811000,0.0,0.0,0.0,8.0,0.75,m1~12-v1.tif,f2~21-v1.tif,9.1766548792,102,16.0,27.0
273,4.746200435846510,0.0,0.0,0.0,8.0,0.75,m5~52-v1.tif,f2~26-v1.tif,6.394658274100000,102,17.0,27.0
274,1.7629000363561300,0.0,0.0,0.0,8.0,0.75,m2~29-v1.tif,f5~54-v1.tif,8.1061257643,102,18.0,27.0
275,3.442715808007990,0.0,0.0,0.0,8.0,0.75,m5~53-v1.tif,f3~37-v1.tif,6.1421443606,102,19.0,27.0
276,3.468070193280690,0.0,0.0,0.0,8.0,0.75,m3~36-v1.tif,f3~33-v1.tif,6.253368926,102,20.0,27.0
277,0.0,3.712853651647660,0.0,1.0,8.0,0.75,m1~17-v1.tif,f2~26-v1.tif,7.6808590475,102,21.0,27.0
278,0.0,4.284564626244070,0.0,0.0,8.0,0.75,m4~48-v1.tif,f3~33-v1.tif,6.1973386952,102,22.0,27.0
279,2.4290066932529200,0.0,0.0,1.0,8.0,0.75,m1~17-v1.tif,f3~36-v1.tif,9.3791490669,102,23.0,27.0
280,4.148331295206820,0.0,0.0,0.0,8.0,0.75,m2~24-v1.tif,f3~31-v1.tif,7.966205195800000,102,24.0,27.0
281,0.0,3.2648779989777100,0.0,1.0,8.0,0.75,m2~27-v1.tif,f5~56-v1.tif,6.6455411483,102,25.0,27.0
282,0.0,4.080505558650350,0.0,0.0,8.0,0.75,m1~12-v1.tif,f2~22-v1.tif,6.1614575639,102,26.0,27.0
283,0.0,4.781370335454440,1.0,0.0,9.0,0.25,m3~34-v1.tif,f3~37-v1.tif,8.6375341376,109,0.0,33.0
284,0.0,4.097080109148530,0.0,0.0,9.0,0.25,m5~51-v1.tif,f4~43-v1.tif,8.3422664164,109,1.0,33.0
285,0.0,2.992538301770020,0.0,0.0,9.0,0.25,m5~53-v1.tif,f5~59-v1.tif,6.8302877675,109,2.0,33.0
286,0.0,2.735103685167020,0.0,0.0,9.0,0.25,m3~36-v1.tif,f3~37-v1.tif,6.807756658400000,109,3.0,33.0
287,2.2915562995115600,0.0,0.0,1.0,9.0,0.25,m2~28-v1.tif,f3~37-v1.tif,7.2176845819,109,4.0,33.0
288,0.0,3.201029225571050,0.0,1.0,9.0,0.25,m1~12-v1.tif,f4~45-v1.tif,6.5539072123,109,5.0,33.0
289,0.0,5.699592865691740,0.0,0.0,9.0,0.25,m1~12-v1.tif,f4~45-v1.tif,6.2736752093000000,109,6.0,33.0
290,0.0,3.233767244177300,0.0,0.0,9.0,0.25,m1~18-v1.tif,f3~33-v1.tif,6.3175218564,109,7.0,33.0
291,0.0,4.489118121586960,0.0,0.0,9.0,0.25,m2~26-v1.tif,f1~16-v1.tif,6.8236166026,109,8.0,33.0
292,0.0,3.669672290815240,0.0,0.0,9.0,0.25,m1~17-v1.tif,f5~54-v1.tif,6.3517212972,109,9.0,33.0
293,3.3470735458627400,0.0,0.0,1.0,9.0,0.25,m1~12-v1.tif,f2~26-v1.tif,7.501984415,109,10.0,33.0
