trial,r_t0,r_t1,cp,obs_cp,epoch_number,reward_p_t0,m_image,f_image,iti,p_id_solution,epoch_trial,epoch_length
0,3.3724473253,0,1,0,0,0.85,m2~29-v1.tif,f5~59-v1.tif,6.8306028319,102,0,7
1,1.9864964306,0,0,0,0,0.85,m2~29-v1.tif,f5~56-v1.tif,6.5102862759,102,1,7
2,0,2.9475241044,0,1,0,0.85,m4~47-v1.tif,f5~59-v1.tif,9.1766548792,102,2,7
3,0.0256002097,0,0,1,0,0.85,m3~35-v1.tif,f5~59-v1.tif,9.3791490669,102,3,7
4,3.9172802177,0,0,0,0,0.85,m5~53-v1.tif,f1~16-v1.tif,8.2496598149,102,4,7
5,2.0740123782,0,0,0,0,0.85,m2~29-v1.tif,f2~21-v1.tif,8.1061257643,102,5,7
6,4.215585306,0,0,0,0,0.85,m2~28-v1.tif,f4~43-v1.tif,6.3517212972,102,6,7
7,0,1.9324680735,1,1,1,0.15,m1~15-v1.tif,f2~26-v1.tif,6.3946582741,109,0,14
8,3.908414793,0,0,1,1,0.15,m2~28-v1.tif,f3~35-v1.tif,6.1189629448,109,1,14
9,0,1.4546228846,0,1,1,0.15,m1~18-v1.tif,f4~43-v1.tif,8.2252081357,109,2,14
10,0,3.6205679202,0,0,1,0.15,m2~24-v1.tif,f2~26-v1.tif,6.3175218564,109,3,14
11,0,5.0246004778,0,0,1,0.15,m4~43-v1.tif,f1~11-v1.tif,7.028919838,109,4,14
12,0,3.1216345733,0,0,1,0.15,m1~15-v1.tif,f5~59-v1.tif,7.501984415,109,5,14
13,0,3.4360945714,0,0,1,0.15,m4~47-v1.tif,f3~37-v1.tif,8.3422664164,109,6,14
14,0,3.1405991364,0,0,1,0.15,m4~410-v1.tif,f3~35-v1.tif,6.8077566584,109,7,14
15,0,2.0452061063,0,0,1,0.15,m2~29-v1.tif,f2~26-v1.tif,8.7967086465,109,8,14
16,0,3.1379617881,0,0,1,0.15,m3~36-v1.tif,f3~37-v1.tif,6.6602143789,109,9,14
17,2.2291793323,0,0,1,1,0.15,m3~35-v1.tif,f1~16-v1.tif,9.7943547361,109,10,14
18,0,3.7106085625,0,1,1,0.15,m5~52-v1.tif,f1~16-v1.tif,6.8302877675,109,11,14
19,4.2480429929,0,0,1,1,0.15,m2~26-v1.tif,f1~16-v1.tif,6.6296212335,109,12,14
20,0,2.2962101121,0,1,1,0.15,m3~36-v1.tif,f3~36-v1.tif,6.7378366692,109,13,14
21,1.2581726157,0,1,1,2,0.85,m4~42-v1.tif,f2~22-v1.tif,6.2146412383,102,0,11
22,2.0709547032,0,0,0,2,0.85,m1~19-v1.tif,f3~31-v1.tif,6.253368926,102,1,11
23,3.5315577414,0,0,0,2,0.85,m4~48-v1.tif,f4~43-v1.tif,7.1153230556,102,2,11
24,3.5722364528,0,0,0,2,0.85,m1~12-v1.tif,f3~33-v1.tif,7.2176845819,102,3,11
25,1.6283139401,0,0,0,2,0.85,m4~410-v1.tif,f3~31-v1.tif,6.1973386952,102,4,11
26,2.9468072709,0,0,0,2,0.85,m2~26-v1.tif,f1~16-v1.tif,7.5219071665,102,5,11
27,4.7027342938,0,0,0,2,0.85,m2~24-v1.tif,f2~21-v1.tif,7.1860029867,102,6,11
28,1.8210157858,0,0,0,2,0.85,m1~12-v1.tif,f5~54-v1.tif,7.833443911,102,7,11
29,3.3575060051,0,0,0,2,0.85,m1~17-v1.tif,f3~35-v1.tif,6.5511363568,102,8,11
30,1.9695301846,0,0,0,2,0.85,m1~19-v1.tif,f5~51-v1.tif,6.8253593412,102,9,11
31,2.3791368656,0,0,0,2,0.85,m2~28-v1.tif,f5~56-v1.tif,7.9662051958,102,10,11
32,0,3.0698822131,1,1,3,0.15,m3~34-v1.tif,f3~35-v1.tif,8.316670306,109,0,7
33,0,2.3528555548,0,0,3,0.15,m2~24-v1.tif,f2~21-v1.tif,6.5996902655,109,1,7
34,0,2.5314124459,0,0,3,0.15,m2~29-v1.tif,f1~16-v1.tif,6.1421443606,109,2,7
35,0,1.4202071347,0,0,3,0.15,m4~42-v1.tif,f5~54-v1.tif,6.9964718438,109,3,7
36,0,3.6928938493,0,0,3,0.15,m4~48-v1.tif,f3~36-v1.tif,7.3765580097,109,4,7
37,0,3.2750706534,0,0,3,0.15,m2~28-v1.tif,f3~36-v1.tif,6.1987829926,109,5,7
38,0,3.5003845761,0,0,3,0.15,m2~28-v1.tif,f3~33-v1.tif,6.8236166026,109,6,7
39,3.2468978373,0,1,1,4,0.85,m1~15-v1.tif,f2~26-v1.tif,7.023105083,102,0,8
40,3.714895949,0,0,0,4,0.85,m5~52-v1.tif,f5~59-v1.tif,7.9748496299,102,1,8
41,3.8632708976,0,0,0,4,0.85,m4~48-v1.tif,f5~56-v1.tif,8.3358051104,102,2,8
42,2.3965926984,0,0,0,4,0.85,m2~27-v1.tif,f1~16-v1.tif,6.7639840221,102,3,8
43,2.0861115915,0,0,0,4,0.85,m1~19-v1.tif,f1~12-v1.tif,8.4826235838,102,4,8
44,3.2172383229,0,0,0,4,0.85,m2~24-v1.tif,f4~43-v1.tif,7.718719605,102,5,8
45,1.2779777721,0,0,0,4,0.85,m1~17-v1.tif,f3~35-v1.tif,8.6375341376,102,6,8
46,0,3.1166391866,0,1,4,0.85,m1~15-v1.tif,f5~56-v1.tif,7.4010303392,102,7,8
47,0,6.2597940706,1,0,5,0.15,m5~53-v1.tif,f2~26-v1.tif,9.6231719091,109,0,14
48,0,4.3436705286,0,0,5,0.15,m2~28-v1.tif,f4~46-v1.tif,6.2736752093,109,1,14
49,0,2.5581107327,0,0,5,0.15,m5~52-v1.tif,f5~58-v1.tif,8.360017595,109,2,14
50,0,1.7640326359,0,0,5,0.15,m2~26-v1.tif,f2~21-v1.tif,6.5329013534,109,3,14
51,0,6.1463531722,0,0,5,0.15,m2~29-v1.tif,f2~21-v1.tif,6.1614575639,109,4,14
52,0,3.745048086,0,0,5,0.15,m5~52-v1.tif,f3~31-v1.tif,7.6808590475,109,5,14
53,0,2.5487182535,0,0,5,0.15,m1~15-v1.tif,f3~37-v1.tif,8.7780430033,109,6,14
54,0,3.9482505362,0,0,5,0.15,m4~43-v1.tif,f2~22-v1.tif,6.6360624811,109,7,14
55,0,2.8238185315,0,0,5,0.15,m2~28-v1.tif,f4~45-v1.tif,9.3190846444,109,8,14
56,0,2.658808785,0,0,5,0.15,m2~29-v1.tif,f4~45-v1.tif,6.5539072123,109,9,14
57,0,4.7229601786,0,0,5,0.15,m2~29-v1.tif,f5~54-v1.tif,6.2067479573,109,10,14
58,0,2.7969384181,0,0,5,0.15,m2~29-v1.tif,f3~31-v1.tif,9.2971715128,109,11,14
59,0,4.1875071549,0,0,5,0.15,m2~28-v1.tif,f1~11-v1.tif,6.6455411483,109,12,14
