trial,r_t0,r_t1,cp,obs_cp,epoch_number,reward_p_t0,m_image,f_image,iti,p_id_solution,epoch_trial,epoch_length
0,3.991805741,0,1,0,0,0.75,m2~29-v1.tif,f5~59-v1.tif,6.830602832,102,0,5
1,3.430864935,0,0,0,0,0.75,m2~29-v1.tif,f5~56-v1.tif,6.510286276,102,1,5
2,2.616185152,0,0,0,0,0.75,m4~47-v1.tif,f5~59-v1.tif,9.176654879,102,2,5
3,0,3.633459236,0,1,0,0.75,m3~35-v1.tif,f5~59-v1.tif,9.379149067,102,3,5
4,3.222784229,0,0,1,0,0.75,m5~53-v1.tif,f1~16-v1.tif,8.249659815,102,4,5
5,1.074020666,0,1,0,1,0.25,m2~29-v1.tif,f2~21-v1.tif,8.106125764,109,0,11
6,0,3.139543723,0,1,1,0.25,m2~28-v1.tif,f4~43-v1.tif,6.351721297,109,1,11
7,0,2.664456488,0,0,1,0.25,m1~15-v1.tif,f2~26-v1.tif,6.394658274,109,2,11
8,0,3.965516821,0,0,1,0.25,m2~28-v1.tif,f3~35-v1.tif,6.118962945,109,3,11
9,0,0.676505436,0,0,1,0.25,m1~18-v1.tif,f4~43-v1.tif,8.225208136,109,4,11
10,0,3.456446106,0,0,1,0.25,m2~24-v1.tif,f2~26-v1.tif,6.317521856,109,5,11
11,0,4.348552686,0,0,1,0.25,m4~43-v1.tif,f1~11-v1.tif,7.028919838,109,6,11
12,0,2.782966942,0,0,1,0.25,m1~15-v1.tif,f5~59-v1.tif,7.501984415,109,7,11
13,2.062521184,0,0,1,1,0.25,m4~47-v1.tif,f3~37-v1.tif,8.342266416,109,8,11
14,4.301204076,0,0,0,1,0.25,m4~410-v1.tif,f3~35-v1.tif,6.807756658,109,9,11
15,0,3.702495393,0,1,1,0.25,m2~29-v1.tif,f2~26-v1.tif,8.796708647,109,10,11
16,0,4.547581033,1,0,2,0.75,m3~36-v1.tif,f3~37-v1.tif,6.660214379,102,0,9
17,3.874327953,0,0,1,2,0.75,m3~35-v1.tif,f1~16-v1.tif,9.794354736,102,1,9
18,0,3.05173204,0,1,2,0.75,m5~52-v1.tif,f1~16-v1.tif,6.830287768,102,2,9
19,1.672880668,0,0,1,2,0.75,m2~26-v1.tif,f1~16-v1.tif,6.629621234,102,3,9
20,0,2.642123182,0,1,2,0.75,m3~36-v1.tif,f3~36-v1.tif,6.737836669,102,4,9
21,2.380910595,0,0,1,2,0.75,m4~42-v1.tif,f2~22-v1.tif,6.214641238,102,5,9
22,4.769378608,0,0,0,2,0.75,m1~19-v1.tif,f3~31-v1.tif,6.253368926,102,6,9
23,3.43459929,0,0,0,2,0.75,m4~48-v1.tif,f4~43-v1.tif,7.115323056,102,7,9
24,1.307454423,0,0,0,2,0.75,m1~12-v1.tif,f3~33-v1.tif,7.217684582,102,8,9
25,0,2.836308164,1,1,3,0.25,m4~410-v1.tif,f3~31-v1.tif,6.197338695,109,0,7
26,0,2.683224725,0,0,3,0.25,m2~26-v1.tif,f1~16-v1.tif,7.521907167,109,1,7
27,3.580068119,0,0,1,3,0.25,m2~24-v1.tif,f2~21-v1.tif,7.186002987,109,2,7
28,0,4.934496816,0,1,3,0.25,m1~12-v1.tif,f5~54-v1.tif,7.833443911,109,3,7
29,4.664356089,0,0,1,3,0.25,m1~17-v1.tif,f3~35-v1.tif,6.551136357,109,4,7
30,3.533530022,0,0,0,3,0.25,m1~19-v1.tif,f5~51-v1.tif,6.825359341,109,5,7
31,1.355634355,0,0,0,3,0.25,m2~28-v1.tif,f5~56-v1.tif,7.966205196,109,6,7
32,3.92733918,0,1,0,4,0.75,m3~34-v1.tif,f3~35-v1.tif,8.316670306,102,0,5
33,3.509293259,0,0,0,4,0.75,m2~24-v1.tif,f2~21-v1.tif,6.599690266,102,1,5
34,2.352698386,0,0,0,4,0.75,m2~29-v1.tif,f1~16-v1.tif,6.142144361,102,2,5
35,2.698230689,0,0,0,4,0.75,m4~42-v1.tif,f5~54-v1.tif,6.996471844,102,3,5
36,0,3.756184127,0,1,4,0.75,m4~48-v1.tif,f3~36-v1.tif,7.37655801,102,4,5
37,2.724791207,0,1,1,5,0.25,m2~28-v1.tif,f3~36-v1.tif,6.198782993,109,0,13
38,0,1.953149069,0,1,5,0.25,m2~28-v1.tif,f3~33-v1.tif,6.823616603,109,1,13
39,0,0.739226959,0,0,5,0.25,m1~15-v1.tif,f2~26-v1.tif,7.023105083,109,2,13
40,0,3.25946844,0,0,5,0.25,m5~52-v1.tif,f5~59-v1.tif,7.97484963,109,3,13
41,0,4.375944231,0,0,5,0.25,m4~48-v1.tif,f5~56-v1.tif,8.33580511,109,4,13
42,4.415151101,0,0,1,5,0.25,m2~27-v1.tif,f1~16-v1.tif,6.763984022,109,5,13
43,0,2.436027021,0,1,5,0.25,m1~19-v1.tif,f1~12-v1.tif,8.482623584,109,6,13
44,0,3.831880544,0,0,5,0.25,m2~24-v1.tif,f4~43-v1.tif,7.718719605,109,7,13
45,0,4.355397297,0,0,5,0.25,m1~17-v1.tif,f3~35-v1.tif,8.637534138,109,8,13
46,0,2.39569007,0,0,5,0.25,m1~15-v1.tif,f5~56-v1.tif,7.401030339,109,9,13
47,0,3.348224155,0,0,5,0.25,m5~53-v1.tif,f2~26-v1.tif,9.623171909,109,10,13
48,0,3.346938171,0,0,5,0.25,m2~28-v1.tif,f4~46-v1.tif,6.273675209,109,11,13
49,0,2.653467859,0,0,5,0.25,m5~52-v1.tif,f5~58-v1.tif,8.360017595,109,12,13
50,2.597455902,0,1,1,6,0.75,m2~26-v1.tif,f2~21-v1.tif,6.532901353,102,0,9
51,3.222876921,0,0,0,6,0.75,m2~29-v1.tif,f2~21-v1.tif,6.161457564,102,1,9
52,0,2.771652676,0,1,6,0.75,m5~52-v1.tif,f3~31-v1.tif,7.680859048,102,2,9
53,0,3.040774263,0,0,6,0.75,m1~15-v1.tif,f3~37-v1.tif,8.778043003,102,3,9
54,5.732320748,0,0,1,6,0.75,m4~43-v1.tif,f2~22-v1.tif,6.636062481,102,4,9
55,0,3.568890487,0,1,6,0.75,m2~28-v1.tif,f4~45-v1.tif,9.319084644,102,5,9
56,2.963223745,0,0,1,6,0.75,m2~29-v1.tif,f4~45-v1.tif,6.553907212,102,6,9
57,0,2.199344084,0,1,6,0.75,m2~29-v1.tif,f5~54-v1.tif,6.206747957,102,7,9
58,3.199925467,0,0,1,6,0.75,m2~29-v1.tif,f3~31-v1.tif,9.297171513,102,8,9
59,3.008493505,0,1,0,7,0.25,m5~53-v1.tif,f1~11-v1.tif,7.488364129,109,0,10
