trial,r_t0,r_t1,cp,obs_cp,epoch_number,reward_p_t0,m_image,f_image,iti,p_id_solution,epoch_trial,epoch_length
0,2.859580492,0,1,0,0,0.65,m2~29-v1.tif,f5~59-v1.tif,6.830602832,102,0,29
1,2.331987671,0,0,0,0,0.65,m2~29-v1.tif,f5~56-v1.tif,6.510286276,102,1,29
2,0,1.10175863,0,1,0,0.65,m4~47-v1.tif,f5~59-v1.tif,9.176654879,102,2,29
3,0,2.76568363,0,0,0,0.65,m3~35-v1.tif,f5~59-v1.tif,9.379149067,102,3,29
4,3.162432004,0,0,1,0,0.65,m5~53-v1.tif,f1~16-v1.tif,8.249659815,102,4,29
5,4.770327215,0,0,0,0,0.65,m2~29-v1.tif,f2~21-v1.tif,8.106125764,102,5,29
6,2.695235467,0,0,0,0,0.65,m2~28-v1.tif,f4~43-v1.tif,6.351721297,102,6,29
7,3.681883766,0,0,0,0,0.65,m1~15-v1.tif,f2~26-v1.tif,6.394658274,102,7,29
8,0,4.045844493,0,1,0,0.65,m2~28-v1.tif,f3~35-v1.tif,6.118962945,102,8,29
9,2.413660774,0,0,1,0,0.65,m1~18-v1.tif,f4~43-v1.tif,8.225208136,102,9,29
10,3.007642667,0,0,0,0,0.65,m2~24-v1.tif,f2~26-v1.tif,6.317521856,102,10,29
11,2.338470919,0,0,0,0,0.65,m4~43-v1.tif,f1~11-v1.tif,7.028919838,102,11,29
12,0,1.846283771,0,1,0,0.65,m1~15-v1.tif,f5~59-v1.tif,7.501984415,102,12,29
13,1.537886183,0,0,1,0,0.65,m4~47-v1.tif,f3~37-v1.tif,8.342266416,102,13,29
14,1.705580435,0,0,0,0,0.65,m4~410-v1.tif,f3~35-v1.tif,6.807756658,102,14,29
15,0,3.758569438,0,1,0,0.65,m2~29-v1.tif,f2~26-v1.tif,8.796708647,102,15,29
16,2.338203304,0,0,1,0,0.65,m3~36-v1.tif,f3~37-v1.tif,6.660214379,102,16,29
17,3.994182024,0,0,0,0,0.65,m3~35-v1.tif,f1~16-v1.tif,9.794354736,102,17,29
18,0,3.673354208,0,1,0,0.65,m5~52-v1.tif,f1~16-v1.tif,6.830287768,102,18,29
19,2.487535554,0,0,1,0,0.65,m2~26-v1.tif,f1~16-v1.tif,6.629621234,102,19,29
20,0,3.113191816,0,1,0,0.65,m3~36-v1.tif,f3~36-v1.tif,6.737836669,102,20,29
21,3.788497138,0,0,1,0,0.65,m4~42-v1.tif,f2~22-v1.tif,6.214641238,102,21,29
22,2.641445342,0,0,0,0,0.65,m1~19-v1.tif,f3~31-v1.tif,6.253368926,102,22,29
23,2.888152767,0,0,0,0,0.65,m4~48-v1.tif,f4~43-v1.tif,7.115323056,102,23,29
24,0,3.902875137,0,1,0,0.65,m1~12-v1.tif,f3~33-v1.tif,7.217684582,102,24,29
25,0,0.553944865,0,0,0,0.65,m4~410-v1.tif,f3~31-v1.tif,6.197338695,102,25,29
26,1.85820055,0,0,1,0,0.65,m2~26-v1.tif,f1~16-v1.tif,7.521907167,102,26,29
27,0,1.863219934,0,1,0,0.65,m2~24-v1.tif,f2~21-v1.tif,7.186002987,102,27,29
28,0,1.783597793,0,0,0,0.65,m1~12-v1.tif,f5~54-v1.tif,7.833443911,102,28,29
29,3.204916824,0,1,1,1,0.35,m1~17-v1.tif,f3~35-v1.tif,6.551136357,109,0,22
30,0,1.745767792,0,1,1,0.35,m1~19-v1.tif,f5~51-v1.tif,6.825359341,109,1,22
31,0,4.4638608,0,0,1,0.35,m2~28-v1.tif,f5~56-v1.tif,7.966205196,109,2,22
32,0,1.909688965,0,0,1,0.35,m3~34-v1.tif,f3~35-v1.tif,8.316670306,109,3,22
33,0,4.4681745,0,0,1,0.35,m2~24-v1.tif,f2~21-v1.tif,6.599690266,109,4,22
34,0,1.325396395,0,0,1,0.35,m2~29-v1.tif,f1~16-v1.tif,6.142144361,109,5,22
35,0,2.815349963,0,0,1,0.35,m4~42-v1.tif,f5~54-v1.tif,6.996471844,109,6,22
36,2.160772664,0,0,1,1,0.35,m4~48-v1.tif,f3~36-v1.tif,7.37655801,109,7,22
37,3.084600458,0,0,0,1,0.35,m2~28-v1.tif,f3~36-v1.tif,6.198782993,109,8,22
38,0,2.081102181,0,1,1,0.35,m2~28-v1.tif,f3~33-v1.tif,6.823616603,109,9,22
39,1.556770916,0,0,1,1,0.35,m1~15-v1.tif,f2~26-v1.tif,7.023105083,109,10,22
40,3.761857162,0,0,0,1,0.35,m5~52-v1.tif,f5~59-v1.tif,7.97484963,109,11,22
41,2.645640312,0,0,0,1,0.35,m4~48-v1.tif,f5~56-v1.tif,8.33580511,109,12,22
42,3.842787619,0,0,0,1,0.35,m2~27-v1.tif,f1~16-v1.tif,6.763984022,109,13,22
43,0,2.915606723,0,1,1,0.35,m1~19-v1.tif,f1~12-v1.tif,8.482623584,109,14,22
