trial,r_t0,r_t1,cp,obs_cp,epoch_number,reward_p_t0,m_image,f_image,iti,p_id_solution,epoch_trial,epoch_length
0,3.148466195,0,1,0,0,0.95,m1~15-v1.tif,f1~11-v1.tif,1,102,0,9
1,2.607474524,0,0,0,0,0.95,m4~42-v1.tif,f4~43-v1.tif,1,102,1,9
2,3.0549123339,0,0,0,0,0.95,m4~48-v1.tif,f1~16-v1.tif,1,102,2,9
3,3.2711570324,0,0,0,0,0.95,m4~43-v1.tif,f4~46-v1.tif,1,102,3,9
4,3.5792099016,0,0,0,0,0.95,m1~15-v1.tif,f3~35-v1.tif,1,102,4,9
5,2.9720603694,0,0,0,0,0.95,m3~34-v1.tif,f3~33-v1.tif,1,102,5,9
6,2.607893285,0,0,0,0,0.95,m2~29-v1.tif,f4~46-v1.tif,1,102,6,9
7,4.6590190561,0,0,0,0,0.95,m4~48-v1.tif,f2~21-v1.tif,1,102,7,9
8,3.7402163678,0,0,0,0,0.95,m3~35-v1.tif,f1~11-v1.tif,1,102,8,9
9,0,3.143435846,1,1,1,0.05,m2~28-v1.tif,f3~31-v1.tif,1,109,0,11
10,3.20583269,0,0,1,1,0.05,m1~19-v1.tif,f5~58-v1.tif,1,109,1,11
11,0,3.7680492753,0,1,1,0.05,m1~17-v1.tif,f1~11-v1.tif,1,109,2,11
12,0,3.83325148,0,0,1,0.05,m3~34-v1.tif,f2~26-v1.tif,1,109,3,11
13,0,1.5797911441,0,0,1,0.05,m3~34-v1.tif,f5~54-v1.tif,1,109,4,11
14,0,2.6296632774,0,0,1,0.05,m4~47-v1.tif,f5~59-v1.tif,1,109,5,11
15,0,3.0395252596,0,0,1,0.05,m2~27-v1.tif,f5~59-v1.tif,1,109,6,11
16,0,2.142722223,0,0,1,0.05,m3~36-v1.tif,f3~37-v1.tif,1,109,7,11
17,0,2.6532626216,0,0,1,0.05,m1~19-v1.tif,f4~43-v1.tif,1,109,8,11
18,2.299157267,0,0,1,1,0.05,m2~27-v1.tif,f1~11-v1.tif,1,109,9,11
19,0,3.7775199379,0,1,1,0.05,m3~35-v1.tif,f3~33-v1.tif,1,109,10,11
20,0.8255647507,0,1,1,2,0.95,m3~34-v1.tif,f5~58-v1.tif,1,102,0,12
21,2.8759565384,0,0,0,2,0.95,m1~12-v1.tif,f1~11-v1.tif,1,102,1,12
22,1.8185242578,0,0,0,2,0.95,m1~18-v1.tif,f1~16-v1.tif,1,102,2,12
23,2.2638278128,0,0,0,2,0.95,m4~48-v1.tif,f5~54-v1.tif,1,102,3,12
24,3.1693269461,0,0,0,2,0.95,m2~29-v1.tif,f2~22-v1.tif,1,102,4,12
25,0,2.2773090185,0,1,2,0.95,m1~12-v1.tif,f5~56-v1.tif,1,102,5,12
26,2.3061059677,0,0,1,2,0.95,m4~43-v1.tif,f2~22-v1.tif,1,102,6,12
27,4.9838603795,0,0,0,2,0.95,m2~27-v1.tif,f1~16-v1.tif,1,102,7,12
28,2.0520641715,0,0,0,2,0.95,m2~24-v1.tif,f5~56-v1.tif,1,102,8,12
29,3.131242635,0,0,0,2,0.95,m1~17-v1.tif,f5~56-v1.tif,1,102,9,12
30,1.9004065214,0,0,0,2,0.95,m2~28-v1.tif,f5~59-v1.tif,1,102,10,12
31,2.9756043043,0,0,0,2,0.95,m4~48-v1.tif,f5~54-v1.tif,1,102,11,12
32,0,2.3608817352,1,1,3,0.05,m4~410-v1.tif,f1~11-v1.tif,1,109,0,19
33,0,3.384853652,0,0,3,0.05,m2~28-v1.tif,f5~56-v1.tif,1,109,1,19
34,0,3.3454199631,0,0,3,0.05,m1~15-v1.tif,f2~21-v1.tif,1,109,2,19
35,0,4.2733133695,0,0,3,0.05,m5~53-v1.tif,f2~26-v1.tif,1,109,3,19
36,0,2.77988152,0,0,3,0.05,m4~410-v1.tif,f3~36-v1.tif,1,109,4,19
37,0,2.2180127251,0,0,3,0.05,m2~24-v1.tif,f3~36-v1.tif,1,109,5,19
38,0,2.6574854676,0,0,3,0.05,m2~29-v1.tif,f5~56-v1.tif,1,109,6,19
39,0,3.1107014568,0,0,3,0.05,m3~35-v1.tif,f4~43-v1.tif,1,109,7,19
40,0,4.0647686432,0,0,3,0.05,m4~47-v1.tif,f3~33-v1.tif,1,109,8,19
41,0,3.7438220399,0,0,3,0.05,m1~15-v1.tif,f5~54-v1.tif,1,109,9,19
42,3.9546742195,0,0,1,3,0.05,m1~18-v1.tif,f2~21-v1.tif,1,109,10,19
43,0,3.578739856,0,1,3,0.05,m2~27-v1.tif,f5~58-v1.tif,1,109,11,19
44,0,3.3858113965,0,0,3,0.05,m2~27-v1.tif,f5~59-v1.tif,1,109,12,19
45,0,2.287671381,0,0,3,0.05,m4~42-v1.tif,f5~58-v1.tif,1,109,13,19
46,0,1.5442638244,0,0,3,0.05,m1~15-v1.tif,f3~35-v1.tif,1,109,14,19
47,0,2.2774723497,0,0,3,0.05,m1~12-v1.tif,f2~21-v1.tif,1,109,15,19
48,2.8407259701,0,0,1,3,0.05,m5~53-v1.tif,f1~16-v1.tif,1,109,16,19
49,0,2.8649081043,0,1,3,0.05,m5~52-v1.tif,f4~43-v1.tif,1,109,17,19
50,0,3.4748855086,0,0,3,0.05,m4~410-v1.tif,f1~11-v1.tif,1,109,18,19
51,2.2274402373,0,1,1,4,0.95,m1~19-v1.tif,f2~21-v1.tif,1,102,0,10
52,1.1793770276,0,0,0,4,0.95,m1~12-v1.tif,f3~37-v1.tif,1,102,1,10
53,2.3941747769,0,0,0,4,0.95,m3~34-v1.tif,f3~37-v1.tif,1,102,2,10
54,0,2.8806671459,0,1,4,0.95,m1~17-v1.tif,f1~12-v1.tif,1,102,3,10
55,0.7461635528,0,0,1,4,0.95,m3~36-v1.tif,f3~31-v1.tif,1,102,4,10
56,5.1550291664,0,0,0,4,0.95,m4~410-v1.tif,f3~36-v1.tif,1,102,5,10
57,3.214701285,0,0,0,4,0.95,m1~12-v1.tif,f3~37-v1.tif,1,102,6,10
58,5.1490189116,0,0,0,4,0.95,m1~19-v1.tif,f2~22-v1.tif,1,102,7,10
59,3.5475593554,0,0,0,4,0.95,m2~27-v1.tif,f3~37-v1.tif,1,102,8,10
60,3.0986830631,0,0,0,4,0.95,m3~34-v1.tif,f2~21-v1.tif,1,102,9,10
61,0,5.2621524091,1,1,5,0.05,m2~26-v1.tif,f2~21-v1.tif,1,109,0,12
62,0,2.4684740912,0,0,5,0.05,m4~42-v1.tif,f4~45-v1.tif,1,109,1,12
63,0,2.2334969866,0,0,5,0.05,m1~12-v1.tif,f3~31-v1.tif,1,109,2,12
64,0,3.6128962792,0,0,5,0.05,m4~42-v1.tif,f3~33-v1.tif,1,109,3,12
65,0,3.8103165932,0,0,5,0.05,m2~28-v1.tif,f3~36-v1.tif,1,109,4,12
66,0,4.4279927889,0,0,5,0.05,m3~34-v1.tif,f4~43-v1.tif,1,109,5,12
67,0,4.0730794836,0,0,5,0.05,m1~19-v1.tif,f3~35-v1.tif,1,109,6,12
68,0,3.6953755617,0,0,5,0.05,m4~47-v1.tif,f4~43-v1.tif,1,109,7,12
69,0,3.1312909267,0,0,5,0.05,m4~410-v1.tif,f5~59-v1.tif,1,109,8,12
70,0,3.1649325459,0,0,5,0.05,m5~53-v1.tif,f2~22-v1.tif,1,109,9,12
71,0,4.7157393695,0,0,5,0.05,m2~26-v1.tif,f3~35-v1.tif,1,109,10,12
72,0,3.7125153245,0,0,5,0.05,m2~27-v1.tif,f2~26-v1.tif,1,109,11,12
73,3.533053469,0,1,1,6,0.95,m2~28-v1.tif,f3~31-v1.tif,1,102,0,13
74,1.2734756834,0,0,0,6,0.95,m3~34-v1.tif,f3~31-v1.tif,1,102,1,13
75,2.1403344012,0,0,0,6,0.95,m4~47-v1.tif,f2~26-v1.tif,1,102,2,13
76,3.2956052432,0,0,0,6,0.95,m4~47-v1.tif,f3~37-v1.tif,1,102,3,13
77,1.4240242881,0,0,0,6,0.95,m4~410-v1.tif,f3~36-v1.tif,1,102,4,13
78,2.838881824,0,0,0,6,0.95,m4~410-v1.tif,f3~31-v1.tif,1,102,5,13
79,3.4994936029,0,0,0,6,0.95,m2~29-v1.tif,f3~36-v1.tif,1,102,6,13
80,1.163507617,0,0,0,6,0.95,m2~29-v1.tif,f3~37-v1.tif,1,102,7,13
81,3.1152350307,0,0,0,6,0.95,m2~27-v1.tif,f4~45-v1.tif,1,102,8,13
82,3.2509579758,0,0,0,6,0.95,m2~24-v1.tif,f3~31-v1.tif,1,102,9,13
83,2.3540545011,0,0,0,6,0.95,m1~12-v1.tif,f5~51-v1.tif,1,102,10,13
84,2.7116113323,0,0,0,6,0.95,m4~42-v1.tif,f4~46-v1.tif,1,102,11,13
85,2.8466022964,0,0,0,6,0.95,m5~53-v1.tif,f1~16-v1.tif,1,102,12,13
86,0,3.5997287244,1,1,7,0.05,m2~24-v1.tif,f2~26-v1.tif,1,109,0,11
87,0,3.7013254582,0,0,7,0.05,m1~12-v1.tif,f5~51-v1.tif,1,109,1,11
88,0,1.7407721587,0,0,7,0.05,m5~52-v1.tif,f2~26-v1.tif,1,109,2,11
89,0,2.113461786,0,0,7,0.05,m4~410-v1.tif,f2~21-v1.tif,1,109,3,11
90,0,1.8212243689,0,0,7,0.05,m3~36-v1.tif,f2~21-v1.tif,1,109,4,11
91,0,3.8495586582,0,0,7,0.05,m1~12-v1.tif,f3~36-v1.tif,1,109,5,11
92,0,1.6180155676,0,0,7,0.05,m1~19-v1.tif,f3~36-v1.tif,1,109,6,11
93,0,2.0342037082,0,0,7,0.05,m3~35-v1.tif,f4~43-v1.tif,1,109,7,11
94,0,2.6053418255,0,0,7,0.05,m2~24-v1.tif,f5~54-v1.tif,1,109,8,11
95,0,4.0146480297,0,0,7,0.05,m3~34-v1.tif,f4~43-v1.tif,1,109,9,11
96,0,4.2016525795,0,0,7,0.05,m4~42-v1.tif,f3~33-v1.tif,1,109,10,11
97,1.9587579038,0,1,1,8,0.95,m4~42-v1.tif,f5~54-v1.tif,1,102,0,4
98,2.8054248144,0,0,0,8,0.95,m5~52-v1.tif,f4~46-v1.tif,1,102,1,4
99,3.7307214264,0,0,0,8,0.95,m2~24-v1.tif,f3~37-v1.tif,1,102,2,4
100,1.435059751,0,0,0,8,0.95,m3~35-v1.tif,f4~43-v1.tif,1,102,3,4
101,0,1.5619450127,1,1,9,0.05,m2~24-v1.tif,f2~21-v1.tif,1,109,0,6
102,0,3.4114490206,0,0,9,0.05,m3~36-v1.tif,f3~35-v1.tif,1,109,1,6
103,0,3.7670025944,0,0,9,0.05,m2~28-v1.tif,f5~51-v1.tif,1,109,2,6
104,0,2.8170696097,0,0,9,0.05,m4~48-v1.tif,f5~58-v1.tif,1,109,3,6
105,0,2.9411220409,0,0,9,0.05,m1~12-v1.tif,f3~33-v1.tif,1,109,4,6
106,0,0.5780567886,0,0,9,0.05,m3~34-v1.tif,f2~22-v1.tif,1,109,5,6
107,2.7179557547,0,1,1,10,0.95,m2~28-v1.tif,f1~16-v1.tif,1,102,0,13
108,3.9201319337,0,0,0,10,0.95,m4~43-v1.tif,f1~16-v1.tif,1,102,1,13
109,3.9534997922,0,0,0,10,0.95,m4~47-v1.tif,f2~26-v1.tif,1,102,2,13
110,2.7435283886,0,0,0,10,0.95,m5~53-v1.tif,f2~22-v1.tif,1,102,3,13
111,3.1027509973,0,0,0,10,0.95,m4~410-v1.tif,f2~21-v1.tif,1,102,4,13
112,3.5437869253,0,0,0,10,0.95,m3~35-v1.tif,f2~22-v1.tif,1,102,5,13
113,1.6609128188,0,0,0,10,0.95,m2~28-v1.tif,f3~36-v1.tif,1,102,6,13
114,4.1793511147,0,0,0,10,0.95,m2~24-v1.tif,f5~59-v1.tif,1,102,7,13
115,3.5762116995,0,0,0,10,0.95,m5~51-v1.tif,f3~31-v1.tif,1,102,8,13
116,2.7240057254,0,0,0,10,0.95,m5~52-v1.tif,f5~58-v1.tif,1,102,9,13
117,4.1074327496,0,0,0,10,0.95,m1~19-v1.tif,f1~11-v1.tif,1,102,10,13
118,2.9211853835,0,0,0,10,0.95,m2~28-v1.tif,f3~31-v1.tif,1,102,11,13
119,3.6450439042,0,0,0,10,0.95,m3~35-v1.tif,f5~54-v1.tif,1,102,12,13
120,0,3.4384387911,1,1,11,0.05,m2~28-v1.tif,f2~22-v1.tif,1,109,0,7
121,0,2.8264212177,0,0,11,0.05,m1~15-v1.tif,f4~45-v1.tif,1,109,1,7
122,1.9378752749,0,0,1,11,0.05,m5~51-v1.tif,f3~37-v1.tif,1,109,2,7
123,0,3.1982463051,0,1,11,0.05,m4~48-v1.tif,f1~16-v1.tif,1,109,3,7
124,0,3.4053605733,0,0,11,0.05,m5~53-v1.tif,f2~26-v1.tif,1,109,4,7
125,0,1.7868534097,0,0,11,0.05,m4~43-v1.tif,f4~46-v1.tif,1,109,5,7
126,0,2.4749528993,0,0,11,0.05,m4~47-v1.tif,f2~26-v1.tif,1,109,6,7
127,1.389675111,0,1,1,12,0.95,m1~19-v1.tif,f4~46-v1.tif,1,102,0,10
128,4.066278884,0,0,0,12,0.95,m1~12-v1.tif,f4~43-v1.tif,1,102,1,10
129,3.145551864,0,0,0,12,0.95,m3~34-v1.tif,f5~54-v1.tif,1,102,2,10
130,3.7785886135,0,0,0,12,0.95,m4~43-v1.tif,f3~36-v1.tif,1,102,3,10
131,3.9633309164,0,0,0,12,0.95,m1~17-v1.tif,f1~16-v1.tif,1,102,4,10
132,3.1210707187,0,0,0,12,0.95,m2~28-v1.tif,f1~16-v1.tif,1,102,5,10
133,2.1059091037,0,0,0,12,0.95,m2~28-v1.tif,f5~56-v1.tif,1,102,6,10
134,2.9258244117,0,0,0,12,0.95,m1~15-v1.tif,f5~56-v1.tif,1,102,7,10
135,2.9484590571,0,0,0,12,0.95,m4~42-v1.tif,f4~43-v1.tif,1,102,8,10
136,3.9917944479,0,0,0,12,0.95,m5~51-v1.tif,f5~51-v1.tif,1,102,9,10
137,0,2.5348205599,1,1,13,0.05,m2~27-v1.tif,f5~58-v1.tif,1,109,0,12
138,0,0.7949029186,0,0,13,0.05,m1~12-v1.tif,f1~12-v1.tif,1,109,1,12
139,0,3.125428815,0,0,13,0.05,m3~34-v1.tif,f2~26-v1.tif,1,109,2,12
140,0,1.6164496701,0,0,13,0.05,m5~53-v1.tif,f1~16-v1.tif,1,109,3,12
141,0,3.73757109,0,0,13,0.05,m5~53-v1.tif,f2~26-v1.tif,1,109,4,12
142,0,2.6998159367,0,0,13,0.05,m5~52-v1.tif,f2~26-v1.tif,1,109,5,12
143,0,2.076789829,0,0,13,0.05,m2~27-v1.tif,f4~46-v1.tif,1,109,6,12
144,0,2.626373835,0,0,13,0.05,m3~34-v1.tif,f1~12-v1.tif,1,109,7,12
145,0,3.0228301719,0,0,13,0.05,m4~47-v1.tif,f4~43-v1.tif,1,109,8,12
146,0,2.503623151,0,0,13,0.05,m1~18-v1.tif,f5~58-v1.tif,1,109,9,12
147,0,2.4104995555,0,0,13,0.05,m3~34-v1.tif,f1~16-v1.tif,1,109,10,12
148,0,4.0001830417,0,0,13,0.05,m4~48-v1.tif,f1~12-v1.tif,1,109,11,12
149,4.5503223292,0,1,1,14,0.95,m2~29-v1.tif,f2~21-v1.tif,1,102,0,9
150,5.4372556752,0,0,0,14,0.95,m3~35-v1.tif,f2~26-v1.tif,1,102,1,9
151,2.0471385482,0,0,0,14,0.95,m4~42-v1.tif,f3~35-v1.tif,1,102,2,9
152,4.3528981503,0,0,0,14,0.95,m5~52-v1.tif,f2~26-v1.tif,1,102,3,9
153,0,5.8581256131,0,1,14,0.95,m1~17-v1.tif,f5~51-v1.tif,1,102,4,9
154,3.0422828738,0,0,1,14,0.95,m5~52-v1.tif,f3~35-v1.tif,1,102,5,9
155,1.6574369518,0,0,0,14,0.95,m3~36-v1.tif,f2~22-v1.tif,1,102,6,9
156,2.6562436731,0,0,0,14,0.95,m4~48-v1.tif,f3~33-v1.tif,1,102,7,9
157,3.249753952,0,0,0,14,0.95,m5~53-v1.tif,f3~35-v1.tif,1,102,8,9
158,0,2.1235464299,1,1,15,0.05,m5~52-v1.tif,f4~45-v1.tif,1,109,0,8
159,0,2.4470010794,0,0,15,0.05,m5~53-v1.tif,f4~46-v1.tif,1,109,1,8
160,2.878285559,0,0,1,15,0.05,m4~47-v1.tif,f3~35-v1.tif,1,109,2,8
161,0,2.1181815558,0,1,15,0.05,m4~47-v1.tif,f4~43-v1.tif,1,109,3,8
