trial,r_t0,r_t1,cp,obs_cp,epoch_number,reward_p_t0,m_image,f_image,iti,p_id_solution,epoch_trial,epoch_length
0,2.8476557062821364,0.0,1.0,0.0,0.0,0.95,m3~36-v1.tif,f5~51-v1.tif,8.950954505358919,102,0.0,14.0
1,1.6169486168597642,0.0,0.0,0.0,0.0,0.95,m2~24-v1.tif,f4~43-v1.tif,4.111265218907801,102,1.0,14.0
2,2.4794331818316064,0.0,0.0,0.0,0.0,0.95,m4~42-v1.tif,f5~59-v1.tif,5.123654876767315,102,2.0,14.0
3,4.2077616901174,0.0,0.0,0.0,0.0,0.95,m4~47-v1.tif,f2~26-v1.tif,4.165580860246354,102,3.0,14.0
4,2.2062343879618855,0.0,0.0,0.0,0.0,0.95,m1~12-v1.tif,f2~26-v1.tif,5.9643301863171985,102,4.0,14.0
5,4.766999937777763,0.0,0.0,0.0,0.0,0.95,m4~43-v1.tif,f3~35-v1.tif,6.301016849851531,102,5.0,14.0
6,1.8162846466290758,0.0,0.0,0.0,0.0,0.95,m2~29-v1.tif,f4~45-v1.tif,4.084315254954869,102,6.0,14.0
7,3.4152163186854363,0.0,0.0,0.0,0.0,0.95,m4~42-v1.tif,f5~54-v1.tif,5.221457075593902,102,7.0,14.0
8,2.674614152958767,0.0,0.0,0.0,0.0,0.95,m5~53-v1.tif,f1~11-v1.tif,5.347462357043972,102,8.0,14.0
9,2.2375466992415056,0.0,0.0,0.0,0.0,0.95,m4~42-v1.tif,f5~58-v1.tif,4.8220470656467995,102,9.0,14.0
10,2.657360074018934,0.0,0.0,0.0,0.0,0.95,m5~52-v1.tif,f2~21-v1.tif,10.767267863098189,102,10.0,14.0
11,3.7102586081041915,0.0,0.0,0.0,0.0,0.95,m2~28-v1.tif,f4~46-v1.tif,9.045592142239064,102,11.0,14.0
12,2.597330418321006,0.0,0.0,0.0,0.0,0.95,m4~48-v1.tif,f4~43-v1.tif,9.85095376556363,102,12.0,14.0
13,2.9047794952848514,0.0,0.0,0.0,0.0,0.95,m5~53-v1.tif,f4~45-v1.tif,5.489574112270871,102,13.0,14.0
14,0.0,2.518263703348597,1.0,1.0,1.0,0.050000000000000044,m2~28-v1.tif,f4~46-v1.tif,4.636567693701389,109,0.0,4.0
15,0.0,3.3779083601429996,0.0,0.0,1.0,0.050000000000000044,m1~12-v1.tif,f3~37-v1.tif,5.4575419314591676,109,1.0,4.0
16,3.093685929957767,0.0,0.0,1.0,1.0,0.050000000000000044,m1~19-v1.tif,f2~22-v1.tif,8.641854537716785,109,2.0,4.0
17,0.0,3.772579395404711,0.0,1.0,1.0,0.050000000000000044,m4~48-v1.tif,f3~36-v1.tif,6.34507322111385,109,3.0,4.0
18,3.5111293662076517,0.0,1.0,1.0,2.0,0.95,m3~35-v1.tif,f2~22-v1.tif,4.778222528181707,102,0.0,12.0
19,2.5932016744021467,0.0,0.0,0.0,2.0,0.95,m2~24-v1.tif,f4~46-v1.tif,7.167484536833014,102,1.0,12.0
20,1.7241264329018555,0.0,0.0,0.0,2.0,0.95,m3~34-v1.tif,f5~54-v1.tif,6.486833448282422,102,2.0,12.0
21,1.5146027585213058,0.0,0.0,0.0,2.0,0.95,m1~15-v1.tif,f5~51-v1.tif,6.379741401396532,102,3.0,12.0
22,2.630348799000414,0.0,0.0,0.0,2.0,0.95,m2~24-v1.tif,f5~56-v1.tif,8.156453516216871,102,4.0,12.0
23,3.645402892408549,0.0,0.0,0.0,2.0,0.95,m2~27-v1.tif,f5~58-v1.tif,9.249810504368364,102,5.0,12.0
24,2.0076123263468055,0.0,0.0,0.0,2.0,0.95,m1~15-v1.tif,f1~12-v1.tif,4.685759139637106,102,6.0,12.0
25,3.3209869904225107,0.0,0.0,0.0,2.0,0.95,m5~53-v1.tif,f2~21-v1.tif,6.718597499607003,102,7.0,12.0
26,4.64462527276746,0.0,0.0,0.0,2.0,0.95,m5~52-v1.tif,f5~59-v1.tif,5.928064966686743,102,8.0,12.0
27,4.429712479618446,0.0,0.0,0.0,2.0,0.95,m5~53-v1.tif,f2~21-v1.tif,7.899454001678013,102,9.0,12.0
28,2.0603276781650277,0.0,0.0,0.0,2.0,0.95,m5~53-v1.tif,f3~36-v1.tif,4.461518017979403,102,10.0,12.0
29,0.0,2.2261741230338643,0.0,1.0,2.0,0.95,m1~19-v1.tif,f5~56-v1.tif,4.833907519096763,102,11.0,12.0
30,0.0,1.4208972577196124,1.0,0.0,3.0,0.050000000000000044,m2~24-v1.tif,f2~26-v1.tif,4.3196719457516055,109,0.0,12.0
31,0.0,1.690894671050531,0.0,0.0,3.0,0.050000000000000044,m4~43-v1.tif,f4~46-v1.tif,4.491267618568902,109,1.0,12.0
32,0.0,1.1592854089510893,0.0,0.0,3.0,0.050000000000000044,m4~42-v1.tif,f2~26-v1.tif,4.564843951341651,109,2.0,12.0
33,2.4322424914375302,0.0,0.0,1.0,3.0,0.050000000000000044,m4~48-v1.tif,f2~21-v1.tif,6.0170415077343264,109,3.0,12.0
34,0.0,1.378108032912102,0.0,1.0,3.0,0.050000000000000044,m4~48-v1.tif,f3~36-v1.tif,6.099734330399797,109,4.0,12.0
35,0.0,4.92877075725495,0.0,0.0,3.0,0.050000000000000044,m2~28-v1.tif,f1~16-v1.tif,4.497735047546496,109,5.0,12.0
36,0.0,3.505192581679096,0.0,0.0,3.0,0.050000000000000044,m1~12-v1.tif,f1~11-v1.tif,4.178665594333921,109,6.0,12.0
37,0.0,0.68592338303562,0.0,0.0,3.0,0.050000000000000044,m3~35-v1.tif,f3~37-v1.tif,7.453696313566251,109,7.0,12.0
38,0.0,2.3680187025725514,0.0,0.0,3.0,0.050000000000000044,m1~12-v1.tif,f5~58-v1.tif,6.186651045208931,109,8.0,12.0
39,0.0,3.3444103672454877,0.0,0.0,3.0,0.050000000000000044,m5~53-v1.tif,f5~56-v1.tif,12.551931713246683,109,9.0,12.0
40,0.0,3.167262781537934,0.0,0.0,3.0,0.050000000000000044,m5~52-v1.tif,f3~33-v1.tif,4.862799405207283,109,10.0,12.0
41,0.0,1.968967933108063,0.0,0.0,3.0,0.050000000000000044,m4~42-v1.tif,f4~45-v1.tif,5.815674027060053,109,11.0,12.0
42,3.679619936211797,0.0,1.0,1.0,4.0,0.95,m2~26-v1.tif,f3~37-v1.tif,4.129940473544229,102,0.0,9.0
43,2.9402484402859197,0.0,0.0,0.0,4.0,0.95,m3~36-v1.tif,f3~35-v1.tif,5.8082989707417925,102,1.0,9.0
44,1.8039253222452163,0.0,0.0,0.0,4.0,0.95,m4~43-v1.tif,f3~36-v1.tif,11.663043902408587,102,2.0,9.0
45,3.0259708870333393,0.0,0.0,0.0,4.0,0.95,m1~18-v1.tif,f3~35-v1.tif,4.490329379766305,102,3.0,9.0
46,2.330171406271818,0.0,0.0,0.0,4.0,0.95,m4~47-v1.tif,f2~26-v1.tif,5.180369441010438,102,4.0,9.0
47,1.4966807038736363,0.0,0.0,0.0,4.0,0.95,m2~29-v1.tif,f1~12-v1.tif,4.038479554063816,102,5.0,9.0
48,3.5641203633577563,0.0,0.0,0.0,4.0,0.95,m2~29-v1.tif,f3~37-v1.tif,4.6840773906143705,102,6.0,9.0
49,2.9468583486370328,0.0,0.0,0.0,4.0,0.95,m2~29-v1.tif,f1~11-v1.tif,4.2952182662922835,102,7.0,9.0
50,4.885925292438131,0.0,0.0,0.0,4.0,0.95,m3~34-v1.tif,f3~31-v1.tif,4.262586897056337,102,8.0,9.0
51,0.0,0.6094429416814631,1.0,1.0,5.0,0.050000000000000044,m4~47-v1.tif,f3~31-v1.tif,5.02604812716851,109,0.0,9.0
52,0.0,2.690324827395485,0.0,0.0,5.0,0.050000000000000044,m1~17-v1.tif,f3~36-v1.tif,4.930557521229569,109,1.0,9.0
53,0.0,3.303595481763563,0.0,0.0,5.0,0.050000000000000044,m2~28-v1.tif,f5~56-v1.tif,4.179769955154542,109,2.0,9.0
54,0.0,1.7609334074494856,0.0,0.0,5.0,0.050000000000000044,m2~26-v1.tif,f2~22-v1.tif,5.179549234782895,109,3.0,9.0
55,0.0,2.5430485265063103,0.0,0.0,5.0,0.050000000000000044,m5~51-v1.tif,f3~37-v1.tif,7.653336207987908,109,4.0,9.0
56,0.0,4.4245167202319955,0.0,0.0,5.0,0.050000000000000044,m5~52-v1.tif,f3~37-v1.tif,4.345127382018038,109,5.0,9.0
57,0.0,3.061913011655797,0.0,0.0,5.0,0.050000000000000044,m3~34-v1.tif,f3~33-v1.tif,15.084206601827395,109,6.0,9.0
58,0.0,1.0802929482366306,0.0,0.0,5.0,0.050000000000000044,m4~410-v1.tif,f1~16-v1.tif,4.168734901241161,109,7.0,9.0
59,0.0,1.6430273954646246,0.0,0.0,5.0,0.050000000000000044,m1~19-v1.tif,f5~59-v1.tif,8.614632378859785,109,8.0,9.0
60,3.0048607547625936,0.0,1.0,1.0,6.0,0.95,m4~42-v1.tif,f1~12-v1.tif,6.902834490900628,102,0.0,7.0
61,2.9524251509459263,0.0,0.0,0.0,6.0,0.95,m5~52-v1.tif,f3~36-v1.tif,5.015772818509146,102,1.0,7.0
62,2.7797176345018384,0.0,0.0,0.0,6.0,0.95,m3~36-v1.tif,f3~35-v1.tif,4.018229699873249,102,2.0,7.0
63,2.5830771917732602,0.0,0.0,0.0,6.0,0.95,m1~19-v1.tif,f5~51-v1.tif,4.428447457721208,102,3.0,7.0
64,3.51280577423344,0.0,0.0,0.0,6.0,0.95,m1~18-v1.tif,f3~33-v1.tif,6.03388737575656,102,4.0,7.0
65,3.454797011359374,0.0,0.0,0.0,6.0,0.95,m4~410-v1.tif,f1~16-v1.tif,6.3130121977415286,102,5.0,7.0
66,2.640397131634722,0.0,0.0,0.0,6.0,0.95,m1~19-v1.tif,f2~26-v1.tif,5.699587656053724,102,6.0,7.0
67,0.0,2.0877967405744324,1.0,1.0,7.0,0.050000000000000044,m4~47-v1.tif,f5~59-v1.tif,4.311284089205893,109,0.0,10.0
68,0.0,2.3054358736436615,0.0,0.0,7.0,0.050000000000000044,m4~47-v1.tif,f5~59-v1.tif,11.060404399876788,109,1.0,10.0
69,0.0,4.483533102765447,0.0,0.0,7.0,0.050000000000000044,m4~47-v1.tif,f5~54-v1.tif,8.849321432153214,109,2.0,10.0
70,0.0,3.2778913994191,0.0,0.0,7.0,0.050000000000000044,m2~29-v1.tif,f1~12-v1.tif,4.456583873071844,109,3.0,10.0
71,0.0,2.3046143541517123,0.0,0.0,7.0,0.050000000000000044,m3~36-v1.tif,f5~56-v1.tif,4.861525301699089,109,4.0,10.0
72,0.0,3.2210267415033793,0.0,0.0,7.0,0.050000000000000044,m1~17-v1.tif,f3~33-v1.tif,4.851294644855752,109,5.0,10.0
73,0.0,3.2769350098528274,0.0,0.0,7.0,0.050000000000000044,m3~34-v1.tif,f3~36-v1.tif,5.185746581959298,109,6.0,10.0
74,0.0,2.9864158342664884,0.0,0.0,7.0,0.050000000000000044,m4~410-v1.tif,f5~56-v1.tif,4.893301784662169,109,7.0,10.0
75,0.0,3.5027415545156604,0.0,0.0,7.0,0.050000000000000044,m3~34-v1.tif,f2~26-v1.tif,8.867666104538452,109,8.0,10.0
76,0.0,3.047871645483271,0.0,0.0,7.0,0.050000000000000044,m2~26-v1.tif,f3~36-v1.tif,10.347441696576851,109,9.0,10.0
77,5.235555920144064,0.0,1.0,1.0,8.0,0.95,m1~15-v1.tif,f5~59-v1.tif,5.354006457556468,102,0.0,14.0
78,3.7948700550063412,0.0,0.0,0.0,8.0,0.95,m3~35-v1.tif,f5~56-v1.tif,8.048152161754759,102,1.0,14.0
79,3.2209941107699,0.0,0.0,0.0,8.0,0.95,m3~36-v1.tif,f5~51-v1.tif,5.984494294687733,102,2.0,14.0
80,0.0,3.499157511615467,0.0,1.0,8.0,0.95,m4~47-v1.tif,f3~35-v1.tif,4.480220377853395,102,3.0,14.0
81,3.3593313978363475,0.0,0.0,1.0,8.0,0.95,m5~52-v1.tif,f1~11-v1.tif,5.5912667821472,102,4.0,14.0
82,2.7947672310313374,0.0,0.0,0.0,8.0,0.95,m4~43-v1.tif,f5~56-v1.tif,6.384908850026195,102,5.0,14.0
83,3.3337178266308864,0.0,0.0,0.0,8.0,0.95,m3~34-v1.tif,f4~45-v1.tif,4.0943135589237825,102,6.0,14.0
84,3.9125697702543336,0.0,0.0,0.0,8.0,0.95,m1~18-v1.tif,f2~26-v1.tif,5.248095707207593,102,7.0,14.0
85,3.8912297179129243,0.0,0.0,0.0,8.0,0.95,m4~43-v1.tif,f2~21-v1.tif,8.604443388857476,102,8.0,14.0
86,3.3462951001611314,0.0,0.0,0.0,8.0,0.95,m5~53-v1.tif,f2~22-v1.tif,8.870616967421133,102,9.0,14.0
87,3.180491403813399,0.0,0.0,0.0,8.0,0.95,m3~35-v1.tif,f3~36-v1.tif,10.124755116333217,102,10.0,14.0
88,5.1699555452114705,0.0,0.0,0.0,8.0,0.95,m1~12-v1.tif,f4~45-v1.tif,6.757674724815274,102,11.0,14.0
89,2.3947341733227927,0.0,0.0,0.0,8.0,0.95,m2~27-v1.tif,f1~16-v1.tif,5.016448704571939,102,12.0,14.0
90,3.5086959784249085,0.0,0.0,0.0,8.0,0.95,m5~52-v1.tif,f5~59-v1.tif,4.465381738103322,102,13.0,14.0
91,0.0,1.438644977104851,1.0,1.0,9.0,0.050000000000000044,m4~43-v1.tif,f5~58-v1.tif,10.484710411043025,109,0.0,11.0
92,0.0,4.3124938621378845,0.0,0.0,9.0,0.050000000000000044,m4~410-v1.tif,f3~37-v1.tif,6.84647408946377,109,1.0,11.0
93,0.0,3.557852304875596,0.0,0.0,9.0,0.050000000000000044,m3~36-v1.tif,f2~21-v1.tif,8.537599370462996,109,2.0,11.0
94,0.0,2.4443227147253075,0.0,0.0,9.0,0.050000000000000044,m2~24-v1.tif,f1~12-v1.tif,5.976617854468553,109,3.0,11.0
95,0.0,1.655502452552349,0.0,0.0,9.0,0.050000000000000044,m2~28-v1.tif,f5~56-v1.tif,4.35316076610431,109,4.0,11.0
96,0.0,2.112112736217738,0.0,0.0,9.0,0.050000000000000044,m1~12-v1.tif,f1~16-v1.tif,5.633879243665164,109,5.0,11.0
97,0.0,3.4994485223155842,0.0,0.0,9.0,0.050000000000000044,m4~47-v1.tif,f4~45-v1.tif,4.129695673654232,109,6.0,11.0
98,0.0,3.990743213240129,0.0,0.0,9.0,0.050000000000000044,m4~410-v1.tif,f4~43-v1.tif,6.6343192277361105,109,7.0,11.0
99,0.0,3.435431384390305,0.0,0.0,9.0,0.050000000000000044,m2~29-v1.tif,f3~36-v1.tif,4.022965080476549,109,8.0,11.0
100,0.0,2.6370927311355534,0.0,0.0,9.0,0.050000000000000044,m1~18-v1.tif,f2~26-v1.tif,4.773621083715084,109,9.0,11.0
101,0.0,3.778551375563648,0.0,0.0,9.0,0.050000000000000044,m2~28-v1.tif,f2~22-v1.tif,4.265661489115044,109,10.0,11.0
102,1.607863655085773,0.0,1.0,1.0,10.0,0.95,m2~28-v1.tif,f3~31-v1.tif,6.313144076330004,102,0.0,11.0
103,1.8154099098355243,0.0,0.0,0.0,10.0,0.95,m2~29-v1.tif,f5~54-v1.tif,6.36556567920751,102,1.0,11.0
104,1.5405269461873143,0.0,0.0,0.0,10.0,0.95,m4~47-v1.tif,f1~16-v1.tif,5.159732849467282,102,2.0,11.0
105,3.4125663286626873,0.0,0.0,0.0,10.0,0.95,m2~26-v1.tif,f5~51-v1.tif,4.175271871736702,102,3.0,11.0
106,1.9832574693147358,0.0,0.0,0.0,10.0,0.95,m2~28-v1.tif,f3~37-v1.tif,4.827245088482113,102,4.0,11.0
107,1.1937817473832102,0.0,0.0,0.0,10.0,0.95,m3~34-v1.tif,f5~56-v1.tif,4.441799183071961,102,5.0,11.0
108,0.4791654417112903,0.0,0.0,0.0,10.0,0.95,m5~53-v1.tif,f3~37-v1.tif,8.02189116952134,102,6.0,11.0
109,4.92856303811282,0.0,0.0,0.0,10.0,0.95,m2~29-v1.tif,f3~35-v1.tif,4.08697450092802,102,7.0,11.0
110,0.0,3.686184713013945,0.0,1.0,10.0,0.95,m2~28-v1.tif,f4~43-v1.tif,4.363847366980369,102,8.0,11.0
111,4.369396660770604,0.0,0.0,1.0,10.0,0.95,m1~12-v1.tif,f2~22-v1.tif,5.559756185584776,102,9.0,11.0
112,2.5025914333643695,0.0,0.0,0.0,10.0,0.95,m5~52-v1.tif,f3~35-v1.tif,6.001203728668923,102,10.0,11.0
113,0.0,3.0777472942711617,1.0,1.0,11.0,0.050000000000000044,m4~43-v1.tif,f4~45-v1.tif,7.620786830456257,109,0.0,9.0
114,0.0,2.356782007307227,0.0,0.0,11.0,0.050000000000000044,m2~29-v1.tif,f5~59-v1.tif,5.421635816352259,109,1.0,9.0
115,0.0,2.9246387217272063,0.0,0.0,11.0,0.050000000000000044,m1~19-v1.tif,f1~11-v1.tif,5.461250353105521,109,2.0,9.0
116,0.0,3.401218474697906,0.0,0.0,11.0,0.050000000000000044,m1~17-v1.tif,f2~21-v1.tif,5.051333245906346,109,3.0,9.0
117,0.0,2.598866493909788,0.0,0.0,11.0,0.050000000000000044,m1~18-v1.tif,f5~58-v1.tif,5.573664648141707,109,4.0,9.0
118,0.0,3.43904537664865,0.0,0.0,11.0,0.050000000000000044,m5~51-v1.tif,f2~21-v1.tif,4.200796897709786,109,5.0,9.0
119,0.0,3.2088754691314483,0.0,0.0,11.0,0.050000000000000044,m2~24-v1.tif,f5~58-v1.tif,5.49993907184461,109,6.0,9.0
120,0.0,4.384351846464516,0.0,0.0,11.0,0.050000000000000044,m1~17-v1.tif,f3~31-v1.tif,4.657029735024586,109,7.0,9.0
121,0.0,3.3986646806056093,0.0,0.0,11.0,0.050000000000000044,m1~18-v1.tif,f1~12-v1.tif,5.107654397315681,109,8.0,9.0
122,1.2721304851209954,0.0,1.0,1.0,12.0,0.95,m3~36-v1.tif,f3~36-v1.tif,6.797576450111909,102,0.0,11.0
123,2.3323073245288137,0.0,0.0,0.0,12.0,0.95,m2~29-v1.tif,f3~37-v1.tif,8.259635484018045,102,1.0,11.0
124,2.532197586826046,0.0,0.0,0.0,12.0,0.95,m2~29-v1.tif,f5~58-v1.tif,4.959681291275823,102,2.0,11.0
125,3.1475038699301896,0.0,0.0,0.0,12.0,0.95,m4~410-v1.tif,f3~35-v1.tif,4.357730043241805,102,3.0,11.0
126,2.6842776464932667,0.0,0.0,0.0,12.0,0.95,m1~15-v1.tif,f2~26-v1.tif,8.357601357385814,102,4.0,11.0
