trial,r_t0,r_t1,cp,obs_cp,epoch_number,reward_p_t0,m_image,f_image,iti,p_id_solution,epoch_trial,epoch_length
0,2.9427969208,0,1,0,0,0.95,m2~29-v1.tif,f2~26-v1.tif,1,102,0,8
1,3.9994210901,0,0,0,0,0.95,m2~24-v1.tif,f3~35-v1.tif,1,102,1,8
2,2.574350035,0,0,0,0,0.95,m4~42-v1.tif,f2~26-v1.tif,1,102,2,8
3,1.6164626946,0,0,0,0,0.95,m5~53-v1.tif,f1~11-v1.tif,1,102,3,8
4,3.6915024478,0,0,0,0,0.95,m3~35-v1.tif,f3~35-v1.tif,1,102,4,8
5,2.1419730847,0,0,0,0,0.95,m5~53-v1.tif,f2~21-v1.tif,1,102,5,8
6,3.7339620382,0,0,0,0,0.95,m1~17-v1.tif,f3~31-v1.tif,1,102,6,8
7,3.8978335417,0,0,0,0,0.95,m2~26-v1.tif,f5~56-v1.tif,1,102,7,8
8,0,3.3713012578,1,1,1,0.05,m3~36-v1.tif,f5~51-v1.tif,1,109,0,11
9,0,4.5440672838,0,0,1,0.05,m3~36-v1.tif,f1~11-v1.tif,1,109,1,11
10,0,3.4696229834,0,0,1,0.05,m1~15-v1.tif,f2~26-v1.tif,1,109,2,11
11,0,0.2403085092,0,0,1,0.05,m2~28-v1.tif,f2~26-v1.tif,1,109,3,11
12,0,3.5521649325,0,0,1,0.05,m3~34-v1.tif,f4~45-v1.tif,1,109,4,11
13,0,5.0664979129,0,0,1,0.05,m4~43-v1.tif,f3~36-v1.tif,1,109,5,11
14,0,2.4042181556,0,0,1,0.05,m1~12-v1.tif,f1~11-v1.tif,1,109,6,11
15,0,3.2030534044,0,0,1,0.05,m2~26-v1.tif,f3~36-v1.tif,1,109,7,11
16,0,3.0230498694,0,0,1,0.05,m2~29-v1.tif,f3~33-v1.tif,1,109,8,11
17,0,2.500559849,0,0,1,0.05,m4~43-v1.tif,f3~35-v1.tif,1,109,9,11
18,0,5.4267307082,0,0,1,0.05,m1~18-v1.tif,f1~16-v1.tif,1,109,10,11
19,3.3848809186,0,1,1,2,0.95,m2~29-v1.tif,f3~36-v1.tif,1,102,0,7
20,2.9886018445,0,0,0,2,0.95,m4~43-v1.tif,f2~21-v1.tif,1,102,1,7
21,1.6434099452,0,0,0,2,0.95,m3~35-v1.tif,f3~37-v1.tif,1,102,2,7
22,3.1718214847,0,0,0,2,0.95,m4~42-v1.tif,f1~16-v1.tif,1,102,3,7
23,1.6315408953,0,0,0,2,0.95,m3~35-v1.tif,f5~59-v1.tif,1,102,4,7
24,2.5748424769,0,0,0,2,0.95,m3~34-v1.tif,f5~56-v1.tif,1,102,5,7
25,3.5672215394,0,0,0,2,0.95,m4~47-v1.tif,f4~43-v1.tif,1,102,6,7
26,0,2.2082378556,1,1,3,0.05,m2~29-v1.tif,f5~59-v1.tif,1,109,0,9
27,0,1.217568414,0,0,3,0.05,m4~43-v1.tif,f3~33-v1.tif,1,109,1,9
28,0,3.4928278944,0,0,3,0.05,m2~24-v1.tif,f1~12-v1.tif,1,109,2,9
29,0,2.6029830684,0,0,3,0.05,m5~53-v1.tif,f2~26-v1.tif,1,109,3,9
30,0,2.7252348513,0,0,3,0.05,m2~26-v1.tif,f5~59-v1.tif,1,109,4,9
31,0,3.9263304688,0,0,3,0.05,m5~52-v1.tif,f3~35-v1.tif,1,109,5,9
32,0,3.7027208466,0,0,3,0.05,m2~29-v1.tif,f5~59-v1.tif,1,109,6,9
