trial,m_image,f_image,p_id_solution,iti
0,m1~19-v1.tif,f3~37-v1.tif,102,1.270693161484131
1,m1~19-v1.tif,f3~37-v1.tif,102,1.1740063685852975
2,m4~47-v1.tif,f3~31-v1.tif,102,1.2828545145419763
3,m4~43-v1.tif,f2~26-v1.tif,102,1.064534805181447
4,m2~27-v1.tif,f4~43-v1.tif,102,1.4147206274303177
5,m1~18-v1.tif,f4~46-v1.tif,102,1.0897148655916122
6,m5~53-v1.tif,f1~12-v1.tif,102,1.131929543810958
7,m5~53-v1.tif,f2~21-v1.tif,102,1.014702408131701
8,m3~36-v1.tif,f1~11-v1.tif,102,1.270880956429199
9,m4~48-v1.tif,f4~46-v1.tif,102,1.4883014980978455
10,m1~19-v1.tif,f4~46-v1.tif,102,1.2665166476413434
11,m5~53-v1.tif,f1~12-v1.tif,102,1.209284802673777
12,m2~29-v1.tif,f5~58-v1.tif,102,1.4317044917822883
13,m3~36-v1.tif,f2~26-v1.tif,102,1.34888354236884
14,m1~15-v1.tif,f2~21-v1.tif,102,1.0492269208775922
15,m4~43-v1.tif,f5~56-v1.tif,102,1.462821694980209
16,m5~51-v1.tif,f5~59-v1.tif,102,1.023696339015018
17,m4~47-v1.tif,f1~11-v1.tif,102,1.413748452931269
18,m4~43-v1.tif,f1~12-v1.tif,102,1.3407833667598017
19,m4~43-v1.tif,f4~43-v1.tif,102,1.258262275951699
20,m3~35-v1.tif,f4~43-v1.tif,102,1.2878076898108184
21,m2~24-v1.tif,f5~58-v1.tif,102,1.478613670352004
22,m1~17-v1.tif,f3~37-v1.tif,102,1.1831506363134507
23,m3~34-v1.tif,f4~45-v1.tif,102,1.2728985059037188
24,m4~43-v1.tif,f5~51-v1.tif,102,1.0588167644035238
25,m1~12-v1.tif,f3~35-v1.tif,102,1.3354528981775386
26,m4~48-v1.tif,f4~45-v1.tif,102,1.395250732287391
27,m4~43-v1.tif,f3~31-v1.tif,102,1.4814037893309038
28,m3~34-v1.tif,f2~21-v1.tif,102,1.0899857861594517
29,m3~34-v1.tif,f1~11-v1.tif,102,1.3487797924902682
30,m5~52-v1.tif,f2~21-v1.tif,102,1.4648982443082366
31,m1~17-v1.tif,f5~51-v1.tif,102,1.2615880492407237
32,m2~28-v1.tif,f3~37-v1.tif,102,1.1961277666053738
33,m2~27-v1.tif,f1~11-v1.tif,102,1.0005729471514142
34,m2~28-v1.tif,f5~59-v1.tif,102,1.0954009332406294
35,m1~19-v1.tif,f4~43-v1.tif,102,1.1342596935530376
36,m1~19-v1.tif,f1~12-v1.tif,102,1.1225088603989726
37,m1~17-v1.tif,f3~36-v1.tif,102,1.0924129764252084
38,m3~35-v1.tif,f4~46-v1.tif,102,1.0332454854901965
39,m3~36-v1.tif,f5~56-v1.tif,102,1.1759783079950352
40,m5~52-v1.tif,f1~11-v1.tif,102,1.2257830599318635
41,m4~48-v1.tif,f3~33-v1.tif,102,1.441168201322013
42,m5~51-v1.tif,f1~12-v1.tif,102,1.1964693994607334
43,m5~51-v1.tif,f5~56-v1.tif,102,1.32661726389298
44,m1~18-v1.tif,f5~56-v1.tif,102,1.0961211235464767
45,m1~18-v1.tif,f5~56-v1.tif,102,1.3139368956351516
46,m2~28-v1.tif,f5~58-v1.tif,102,1.0537929671996449
47,m3~34-v1.tif,f4~46-v1.tif,102,1.2710091157991699
48,m5~51-v1.tif,f3~37-v1.tif,102,1.3308381067983448
49,m1~17-v1.tif,f5~56-v1.tif,102,1.3151432807359538
50,m3~35-v1.tif,f1~16-v1.tif,102,1.012117801646924
51,m2~24-v1.tif,f4~43-v1.tif,102,1.4062432693771427
52,m3~35-v1.tif,f3~35-v1.tif,102,1.4469850536620268
53,m4~47-v1.tif,f4~43-v1.tif,102,1.1770606288894654
54,m1~17-v1.tif,f1~12-v1.tif,102,1.0567026660125423
55,m3~34-v1.tif,f3~37-v1.tif,102,1.4442762877286233
56,m1~17-v1.tif,f5~58-v1.tif,102,1.0710627126050885
57,m5~51-v1.tif,f1~11-v1.tif,102,1.2721158821037635
58,m3~36-v1.tif,f3~31-v1.tif,102,1.4391340890558066
59,m5~53-v1.tif,f5~56-v1.tif,102,1.4725394704583796
60,m1~17-v1.tif,f4~46-v1.tif,102,1.396730335790748
61,m1~18-v1.tif,f1~16-v1.tif,102,1.2984844528224628
62,m2~26-v1.tif,f5~58-v1.tif,102,1.2827285003233884
63,m3~35-v1.tif,f2~22-v1.tif,102,1.0875660836254806
64,m2~29-v1.tif,f1~11-v1.tif,102,1.358053064427431
65,m1~15-v1.tif,f4~45-v1.tif,102,1.0213393344866137
66,m4~43-v1.tif,f5~58-v1.tif,102,1.4863657651846067
67,m1~19-v1.tif,f2~26-v1.tif,102,1.0645002201651996
68,m2~27-v1.tif,f1~11-v1.tif,102,1.1608517876633715
69,m3~36-v1.tif,f1~16-v1.tif,102,1.3243756663819193
70,m4~43-v1.tif,f4~46-v1.tif,102,1.1100418618624008
71,m5~51-v1.tif,f5~51-v1.tif,102,1.0709778605294158
72,m5~53-v1.tif,f5~51-v1.tif,102,1.4115626766941918
73,m3~34-v1.tif,f3~37-v1.tif,102,1.3745495280808202
74,m3~35-v1.tif,f2~26-v1.tif,102,1.3044451868689264
75,m5~51-v1.tif,f1~12-v1.tif,102,1.2410549527055763
76,m1~19-v1.tif,f1~11-v1.tif,102,1.2966867357567495
77,m5~53-v1.tif,f1~16-v1.tif,102,1.1730042118789694
78,m4~410-v1.tif,f4~43-v1.tif,102,1.2049179302360657
79,m1~15-v1.tif,f5~54-v1.tif,102,1.302222042006783
80,m3~35-v1.tif,f2~26-v1.tif,102,1.213488974161089
81,m2~26-v1.tif,f5~54-v1.tif,102,1.1002686696815804
82,m4~43-v1.tif,f1~16-v1.tif,102,1.4581399889939712
83,m4~47-v1.tif,f4~45-v1.tif,102,1.0616955079578592
84,m1~18-v1.tif,f4~43-v1.tif,102,1.12518889184257
85,m3~36-v1.tif,f4~45-v1.tif,102,1.3714635064764742
86,m3~36-v1.tif,f3~33-v1.tif,102,1.0431602284151011
87,m5~53-v1.tif,f2~22-v1.tif,102,1.3390647660659545
88,m1~19-v1.tif,f4~45-v1.tif,102,1.2798902342709242
89,m1~18-v1.tif,f5~58-v1.tif,102,1.2334371590189075
90,m4~42-v1.tif,f5~59-v1.tif,102,1.247898762315447
91,m4~410-v1.tif,f5~54-v1.tif,102,1.4627348507179758
92,m4~410-v1.tif,f2~26-v1.tif,102,1.0698992975370234
93,m3~35-v1.tif,f5~54-v1.tif,102,1.1823204781440002
94,m3~36-v1.tif,f5~58-v1.tif,102,1.0256577099668132
95,m2~27-v1.tif,f3~37-v1.tif,102,1.1446533323911785
96,m1~12-v1.tif,f5~56-v1.tif,102,1.1639543902699396
97,m2~28-v1.tif,f2~21-v1.tif,102,1.2330850566238964
98,m1~12-v1.tif,f3~37-v1.tif,102,1.09463280404909
99,m4~48-v1.tif,f3~35-v1.tif,102,1.222997024591379
100,m1~12-v1.tif,f3~33-v1.tif,102,1.172252520797598
101,m3~36-v1.tif,f4~46-v1.tif,102,1.2974235604207534
102,m5~52-v1.tif,f1~12-v1.tif,102,1.298398044966982
103,m5~53-v1.tif,f4~43-v1.tif,102,1.4093990705721307
104,m2~26-v1.tif,f1~16-v1.tif,102,1.1216100930726234
105,m1~17-v1.tif,f2~26-v1.tif,102,1.146200158376001
106,m2~28-v1.tif,f2~21-v1.tif,102,1.0175477235800892
107,m2~27-v1.tif,f5~56-v1.tif,102,1.200360848346489
108,m5~53-v1.tif,f4~43-v1.tif,102,1.2024115402614153
109,m3~36-v1.tif,f4~43-v1.tif,102,1.3371029077171184
110,m2~27-v1.tif,f3~33-v1.tif,102,1.214099805472991
111,m4~410-v1.tif,f4~43-v1.tif,102,1.2041713837920334
