trial,m_image,f_image,p_id_solution,iti
0,m2~24-v1.tif,f4~43-v1.tif,102,1.369743506305985
1,m2~24-v1.tif,f5~58-v1.tif,102,1.4089282215452774
2,m1~18-v1.tif,f2~26-v1.tif,102,1.4866205339701528
3,m3~36-v1.tif,f3~36-v1.tif,102,1.4068086529954464
4,m2~26-v1.tif,f5~58-v1.tif,102,1.1134358696744031
5,m5~52-v1.tif,f4~45-v1.tif,102,1.0893208865477657
6,m4~48-v1.tif,f1~16-v1.tif,102,1.4087067201333994
7,m3~36-v1.tif,f2~22-v1.tif,102,1.049754656369445
8,m5~51-v1.tif,f1~16-v1.tif,102,1.4102839279974644
9,m3~34-v1.tif,f1~16-v1.tif,102,1.351498334842808
10,m4~43-v1.tif,f5~51-v1.tif,102,1.1724886067298146
11,m3~36-v1.tif,f4~45-v1.tif,102,1.147030662384395
12,m2~24-v1.tif,f4~43-v1.tif,102,1.4091680017645585
13,m2~29-v1.tif,f3~31-v1.tif,102,1.4904634840740705
14,m1~17-v1.tif,f1~12-v1.tif,102,1.0024518648707967
15,m4~410-v1.tif,f5~51-v1.tif,102,1.3851731823247289
16,m3~36-v1.tif,f3~35-v1.tif,102,1.1693079434994944
17,m3~36-v1.tif,f5~56-v1.tif,102,1.3243271723228487
18,m4~410-v1.tif,f3~37-v1.tif,102,1.2767394147288016
19,m3~34-v1.tif,f5~54-v1.tif,102,1.4354536053135445
20,m5~51-v1.tif,f3~37-v1.tif,102,1.2651597195824589
21,m4~47-v1.tif,f5~51-v1.tif,102,1.2329259361287952
22,m4~48-v1.tif,f5~51-v1.tif,102,1.0720628169055857
23,m1~18-v1.tif,f5~59-v1.tif,102,1.132794099572413
24,m1~12-v1.tif,f2~21-v1.tif,102,1.2781984293470765
25,m4~42-v1.tif,f4~45-v1.tif,102,1.2609909650779272
26,m1~19-v1.tif,f5~56-v1.tif,102,1.2202966494099994
27,m1~15-v1.tif,f4~43-v1.tif,102,1.299629628294216
28,m1~19-v1.tif,f3~36-v1.tif,102,1.3547887129337783
29,m3~36-v1.tif,f1~16-v1.tif,102,1.202052407794561
30,m1~18-v1.tif,f5~56-v1.tif,102,1.370043338114668
31,m3~35-v1.tif,f4~45-v1.tif,102,1.1195888944737091
32,m1~12-v1.tif,f1~11-v1.tif,102,1.104368705644441
33,m1~15-v1.tif,f3~33-v1.tif,102,1.476160264573506
34,m4~48-v1.tif,f5~56-v1.tif,102,1.0108601886900996
35,m5~53-v1.tif,f4~43-v1.tif,102,1.064725713271349
36,m1~15-v1.tif,f5~59-v1.tif,102,1.456389330997248
37,m2~26-v1.tif,f1~12-v1.tif,102,1.1319622745701652
38,m5~51-v1.tif,f5~58-v1.tif,102,1.0735170593902763
39,m2~24-v1.tif,f4~45-v1.tif,102,1.1981454123631643
40,m1~12-v1.tif,f4~45-v1.tif,102,1.1801166065007629
41,m2~27-v1.tif,f3~36-v1.tif,102,1.3807704786897506
42,m4~48-v1.tif,f1~11-v1.tif,102,1.1177995940166583
43,m4~42-v1.tif,f1~16-v1.tif,102,1.4934421277872731
44,m3~35-v1.tif,f5~56-v1.tif,102,1.2448273568413202
45,m4~410-v1.tif,f5~54-v1.tif,102,1.1970308210658935
46,m4~47-v1.tif,f5~56-v1.tif,102,1.2777823676367588
47,m3~35-v1.tif,f2~22-v1.tif,102,1.498582379153787
48,m3~35-v1.tif,f3~35-v1.tif,102,1.09933343928923
49,m4~42-v1.tif,f5~59-v1.tif,102,1.2920475737806896
50,m2~24-v1.tif,f1~16-v1.tif,102,1.071177145712574
51,m1~18-v1.tif,f5~54-v1.tif,102,1.4580743766954116
52,m5~51-v1.tif,f5~58-v1.tif,102,1.2640856428030172
53,m3~35-v1.tif,f3~37-v1.tif,102,1.3046848603569257
54,m1~15-v1.tif,f5~58-v1.tif,102,1.3413970958930639
55,m2~27-v1.tif,f3~31-v1.tif,102,1.0006614892301613
56,m2~27-v1.tif,f1~16-v1.tif,102,1.1503382831167253
57,m4~410-v1.tif,f3~36-v1.tif,102,1.1234314620982273
58,m1~12-v1.tif,f5~51-v1.tif,102,1.2487644672902158
59,m1~18-v1.tif,f5~54-v1.tif,102,1.1337232931881038
60,m1~12-v1.tif,f3~37-v1.tif,102,1.3117241110935742
61,m4~48-v1.tif,f3~33-v1.tif,102,1.0433528914938763
62,m2~29-v1.tif,f5~51-v1.tif,102,1.2150600437961487
63,m5~52-v1.tif,f1~16-v1.tif,102,1.1588025551125123
64,m1~12-v1.tif,f4~46-v1.tif,102,1.0657195262087469
65,m2~29-v1.tif,f3~36-v1.tif,102,1.4649324749567685
66,m3~36-v1.tif,f5~56-v1.tif,102,1.4368864188133503
67,m4~43-v1.tif,f5~58-v1.tif,102,1.1054136260746
68,m1~17-v1.tif,f4~46-v1.tif,102,1.174719749433292
69,m2~26-v1.tif,f1~12-v1.tif,102,1.442425232684637
70,m5~51-v1.tif,f3~35-v1.tif,102,1.4659499301705736
71,m4~48-v1.tif,f2~26-v1.tif,102,1.063059551540836
72,m2~28-v1.tif,f5~58-v1.tif,102,1.3679840635250242
73,m4~47-v1.tif,f3~37-v1.tif,102,1.37926348269984
74,m1~15-v1.tif,f1~11-v1.tif,102,1.1918749419288592
75,m4~48-v1.tif,f5~59-v1.tif,102,1.240510288007204
76,m5~53-v1.tif,f4~46-v1.tif,102,1.1999997638144864
77,m1~19-v1.tif,f5~51-v1.tif,102,1.1590296461245313
78,m2~28-v1.tif,f3~33-v1.tif,102,1.309552269275537
79,m1~19-v1.tif,f4~46-v1.tif,102,1.3155142316438222
80,m2~28-v1.tif,f3~33-v1.tif,102,1.2576600070173651
81,m1~12-v1.tif,f1~12-v1.tif,102,1.0198343267422199
82,m1~19-v1.tif,f2~21-v1.tif,102,1.2188869778461386
83,m1~18-v1.tif,f1~11-v1.tif,102,1.4732820240293356
84,m1~12-v1.tif,f1~11-v1.tif,102,1.050829227284806
85,m4~42-v1.tif,f5~51-v1.tif,102,1.4560178672863808
86,m4~48-v1.tif,f2~21-v1.tif,102,1.4208468025028531
87,m4~47-v1.tif,f2~26-v1.tif,102,1.4944582717651238
88,m4~42-v1.tif,f5~51-v1.tif,102,1.1612179990628335
89,m1~19-v1.tif,f4~45-v1.tif,102,1.2901653559466673
90,m4~48-v1.tif,f2~21-v1.tif,102,1.4211388969319867
91,m5~52-v1.tif,f5~59-v1.tif,102,1.4597385944819627
92,m4~410-v1.tif,f4~46-v1.tif,102,1.3886472307050128
93,m2~28-v1.tif,f2~21-v1.tif,102,1.1289698210995889
94,m1~15-v1.tif,f5~51-v1.tif,102,1.0597286885301165
95,m3~34-v1.tif,f5~56-v1.tif,102,1.0384938528243517
96,m3~36-v1.tif,f3~36-v1.tif,102,1.177997219449462
97,m3~36-v1.tif,f2~21-v1.tif,102,1.3341436654681786
98,m3~36-v1.tif,f2~26-v1.tif,102,1.25730882548626
99,m4~47-v1.tif,f5~56-v1.tif,102,1.4537743899783784
100,m2~28-v1.tif,f1~12-v1.tif,102,1.0381928894745938
101,m2~28-v1.tif,f3~36-v1.tif,102,1.1383705492823104
102,m2~29-v1.tif,f2~22-v1.tif,102,1.4786613387448593
103,m4~410-v1.tif,f3~37-v1.tif,102,1.4075273928614274
104,m1~17-v1.tif,f1~11-v1.tif,102,1.3291322492795838
