trial,m_image,f_image,p_id_solution,iti
0,m1~19-v1.tif,f2~26-v1.tif,102,1.237776577795512
1,m1~19-v1.tif,f2~22-v1.tif,102,1.3020978164196388
2,m3~34-v1.tif,f2~22-v1.tif,102,1.1471444136522162
3,m5~53-v1.tif,f2~21-v1.tif,102,1.373597741138059
4,m1~18-v1.tif,f1~12-v1.tif,102,1.311251080955243
5,m1~18-v1.tif,f3~36-v1.tif,102,1.008418892747385
6,m5~53-v1.tif,f5~58-v1.tif,102,1.3173833115855207
7,m1~12-v1.tif,f5~58-v1.tif,102,1.2157831811051056
8,m2~28-v1.tif,f4~45-v1.tif,102,1.1470507142669193
9,m2~27-v1.tif,f5~56-v1.tif,102,1.1835146091053874
10,m5~51-v1.tif,f3~36-v1.tif,102,1.0726968697287074
11,m5~52-v1.tif,f2~22-v1.tif,102,1.4501505108998933
12,m5~53-v1.tif,f5~51-v1.tif,102,1.148914984263664
13,m5~51-v1.tif,f1~12-v1.tif,102,1.11689263676125
14,m2~29-v1.tif,f2~22-v1.tif,102,1.3584525360492796
15,m1~17-v1.tif,f3~31-v1.tif,102,1.2405480369735702
16,m1~17-v1.tif,f4~45-v1.tif,102,1.0395273187159684
17,m4~47-v1.tif,f2~21-v1.tif,102,1.2212353601044907
18,m5~52-v1.tif,f3~36-v1.tif,102,1.1350122022024094
19,m3~36-v1.tif,f1~12-v1.tif,102,1.1872772365635433
20,m5~53-v1.tif,f3~37-v1.tif,102,1.4667393038892604
21,m1~15-v1.tif,f5~54-v1.tif,102,1.1977395266691706
22,m1~19-v1.tif,f3~37-v1.tif,102,1.1491435570583222
23,m3~35-v1.tif,f5~51-v1.tif,102,1.2128483723850398
24,m1~12-v1.tif,f2~22-v1.tif,102,1.202213375407294
25,m4~43-v1.tif,f3~31-v1.tif,102,1.3509934808895394
26,m2~29-v1.tif,f5~54-v1.tif,102,1.046495368348834
27,m5~51-v1.tif,f1~16-v1.tif,102,1.4189707166668182
28,m1~17-v1.tif,f5~51-v1.tif,102,1.468764668292737
29,m2~27-v1.tif,f3~35-v1.tif,102,1.0685615385446534
30,m5~52-v1.tif,f3~33-v1.tif,102,1.3005164771855593
31,m1~17-v1.tif,f3~37-v1.tif,102,1.2263585180874406
32,m5~53-v1.tif,f5~51-v1.tif,102,1.3666521349700511
33,m1~15-v1.tif,f2~21-v1.tif,102,1.2432448601567248
34,m5~51-v1.tif,f3~35-v1.tif,102,1.4402043346289748
35,m2~29-v1.tif,f5~58-v1.tif,102,1.0012471819586988
36,m1~19-v1.tif,f5~59-v1.tif,102,1.1960615154088847
37,m4~410-v1.tif,f4~46-v1.tif,102,1.2519946261263026
38,m4~410-v1.tif,f4~46-v1.tif,102,1.4295175343393378
39,m4~410-v1.tif,f2~21-v1.tif,102,1.078095634585039
40,m1~19-v1.tif,f5~51-v1.tif,102,1.039453681968708
41,m2~28-v1.tif,f2~21-v1.tif,102,1.426551064800208
42,m1~12-v1.tif,f3~37-v1.tif,102,1.2954531324707805
