trial,m_image,f_image,p_id_solution,iti
0,m1~17-v1.tif,f1~12-v1.tif,102,1.1544324077140902
1,m4~410-v1.tif,f3~36-v1.tif,102,1.2538524573585683
2,m2~28-v1.tif,f2~26-v1.tif,102,1.4022232805131694
3,m1~19-v1.tif,f5~59-v1.tif,102,1.3832751094580995
4,m2~26-v1.tif,f1~11-v1.tif,102,1.384295219053755
5,m3~35-v1.tif,f3~35-v1.tif,102,1.1444268910364217
6,m3~34-v1.tif,f3~31-v1.tif,102,1.4159116634459683
7,m3~35-v1.tif,f2~22-v1.tif,102,1.09370065913264
8,m3~35-v1.tif,f3~33-v1.tif,102,1.0489474455025232
9,m2~27-v1.tif,f5~56-v1.tif,102,1.3331516166849222
10,m2~29-v1.tif,f3~31-v1.tif,102,1.235616364779673
11,m1~18-v1.tif,f5~59-v1.tif,102,1.3535618903220046
12,m1~17-v1.tif,f4~43-v1.tif,102,1.1490593507741371
13,m1~18-v1.tif,f1~12-v1.tif,102,1.106546275453613
14,m5~53-v1.tif,f5~51-v1.tif,102,1.4816943937027682
15,m1~18-v1.tif,f1~11-v1.tif,102,1.4521972893316946
16,m1~18-v1.tif,f5~58-v1.tif,102,1.0672862530638554
17,m4~48-v1.tif,f2~22-v1.tif,102,1.1559104305009307
18,m2~28-v1.tif,f1~12-v1.tif,102,1.4642656722687122
19,m2~29-v1.tif,f2~26-v1.tif,102,1.2181594867303172
20,m3~34-v1.tif,f3~37-v1.tif,102,1.3741351674402549
21,m4~42-v1.tif,f5~54-v1.tif,102,1.275384557170872
22,m4~48-v1.tif,f2~26-v1.tif,102,1.3319801951714947
23,m4~48-v1.tif,f1~12-v1.tif,102,1.0307615654561022
24,m2~26-v1.tif,f5~59-v1.tif,102,1.2298753056022589
25,m5~52-v1.tif,f5~54-v1.tif,102,1.40556471434726
26,m1~19-v1.tif,f4~45-v1.tif,102,1.10196950882155
27,m2~29-v1.tif,f4~46-v1.tif,102,1.0557717327547058
28,m4~410-v1.tif,f5~59-v1.tif,102,1.0094647001842232
29,m1~17-v1.tif,f2~26-v1.tif,102,1.1761702589066148
30,m5~52-v1.tif,f3~35-v1.tif,102,1.377040340266426
31,m2~27-v1.tif,f4~45-v1.tif,102,1.3330704422821995
32,m1~18-v1.tif,f2~22-v1.tif,102,1.3792905449376398
33,m2~26-v1.tif,f1~11-v1.tif,102,1.127784247792629
34,m2~27-v1.tif,f1~11-v1.tif,102,1.1552406793486405
35,m2~27-v1.tif,f2~21-v1.tif,102,1.0674887587807147
36,m3~35-v1.tif,f4~46-v1.tif,102,1.0765877733999778
37,m4~47-v1.tif,f4~43-v1.tif,102,1.1370161444151046
38,m4~43-v1.tif,f2~26-v1.tif,102,1.0070688567514259
39,m2~29-v1.tif,f3~31-v1.tif,102,1.1839074409453998
40,m1~19-v1.tif,f3~36-v1.tif,102,1.425595863905306
41,m3~36-v1.tif,f2~21-v1.tif,102,1.1427996862031378
42,m4~410-v1.tif,f3~35-v1.tif,102,1.0832135828912564
43,m2~28-v1.tif,f3~35-v1.tif,102,1.4337444735345644
44,m4~48-v1.tif,f4~46-v1.tif,102,1.3706615644152618
45,m3~36-v1.tif,f1~12-v1.tif,102,1.4632344266353212
46,m5~51-v1.tif,f3~31-v1.tif,102,1.0343932532637572
47,m1~15-v1.tif,f5~51-v1.tif,102,1.0795993261577344
48,m1~19-v1.tif,f1~11-v1.tif,102,1.2458033402106325
49,m5~51-v1.tif,f1~12-v1.tif,102,1.1966815724334483
50,m4~410-v1.tif,f5~56-v1.tif,102,1.3003217837398768
51,m2~28-v1.tif,f5~51-v1.tif,102,1.4819536668701254
52,m4~43-v1.tif,f2~21-v1.tif,102,1.4353599564380084
53,m5~51-v1.tif,f5~58-v1.tif,102,1.4216543629985063
54,m4~43-v1.tif,f4~45-v1.tif,102,1.27073113344583
55,m1~19-v1.tif,f1~16-v1.tif,102,1.0829788176760777
56,m1~12-v1.tif,f4~43-v1.tif,102,1.377736708167309
57,m2~24-v1.tif,f1~11-v1.tif,102,1.4771392802538656
58,m1~19-v1.tif,f2~22-v1.tif,102,1.4032262003646787
59,m5~52-v1.tif,f1~16-v1.tif,102,1.1441893218265142
60,m4~43-v1.tif,f4~46-v1.tif,102,1.0334387845945403
61,m1~19-v1.tif,f5~56-v1.tif,102,1.179220832402528
62,m2~27-v1.tif,f5~58-v1.tif,102,1.312200839701283
63,m4~43-v1.tif,f3~33-v1.tif,102,1.4505815322196396
64,m2~27-v1.tif,f3~31-v1.tif,102,1.4633751103377421
65,m2~26-v1.tif,f1~12-v1.tif,102,1.0152769187292514
66,m2~24-v1.tif,f4~43-v1.tif,102,1.3590735274774879
67,m1~15-v1.tif,f2~22-v1.tif,102,1.4888976035986188
68,m3~36-v1.tif,f5~59-v1.tif,102,1.2161289259844876
69,m1~19-v1.tif,f3~36-v1.tif,102,1.4361059543776256
70,m1~15-v1.tif,f5~56-v1.tif,102,1.448208223073375
71,m5~53-v1.tif,f1~12-v1.tif,102,1.3437784919984817
72,m3~36-v1.tif,f3~31-v1.tif,102,1.0164708570324483
73,m5~51-v1.tif,f3~31-v1.tif,102,1.1316659234799153
74,m5~53-v1.tif,f2~21-v1.tif,102,1.2480801840138027
75,m4~47-v1.tif,f5~56-v1.tif,102,1.0285357325344873
76,m1~12-v1.tif,f3~31-v1.tif,102,1.002224912754871
77,m2~28-v1.tif,f3~35-v1.tif,102,1.1508153215354882
78,m4~410-v1.tif,f2~21-v1.tif,102,1.2273178950517591
79,m2~24-v1.tif,f5~51-v1.tif,102,1.1471127846144071
80,m2~27-v1.tif,f1~16-v1.tif,102,1.1973901989929192
81,m1~12-v1.tif,f2~22-v1.tif,102,1.2726172465827454
82,m2~28-v1.tif,f1~16-v1.tif,102,1.0216006330369232
83,m4~43-v1.tif,f3~35-v1.tif,102,1.0926182531205004
84,m1~19-v1.tif,f2~22-v1.tif,102,1.382390788540479
85,m2~26-v1.tif,f2~22-v1.tif,102,1.3836275840282317
86,m3~36-v1.tif,f3~33-v1.tif,102,1.0940935636288767
87,m4~43-v1.tif,f2~22-v1.tif,102,1.4467223733006058
88,m2~24-v1.tif,f2~21-v1.tif,102,1.4711668448662956
89,m5~52-v1.tif,f3~37-v1.tif,102,1.2950038636629264
90,m4~47-v1.tif,f2~21-v1.tif,102,1.3494189038843292
91,m2~24-v1.tif,f5~51-v1.tif,102,1.457883885889069
92,m3~34-v1.tif,f3~35-v1.tif,102,1.3779734954991372
93,m1~19-v1.tif,f1~12-v1.tif,102,1.139728524479936
94,m4~43-v1.tif,f1~12-v1.tif,102,1.4608314621652327
95,m4~410-v1.tif,f1~11-v1.tif,102,1.447707755227907
96,m3~34-v1.tif,f3~35-v1.tif,102,1.4039823279001107
97,m4~48-v1.tif,f5~59-v1.tif,102,1.3744737607305597
98,m5~53-v1.tif,f1~12-v1.tif,102,1.2507068538011303
99,m1~12-v1.tif,f3~31-v1.tif,102,1.2614144805624257
100,m2~28-v1.tif,f3~35-v1.tif,102,1.3055555719107312
101,m4~410-v1.tif,f3~31-v1.tif,102,1.4066415359807694
102,m5~51-v1.tif,f4~46-v1.tif,102,1.477826641090087
103,m1~17-v1.tif,f5~58-v1.tif,102,1.2404852916129696
