trial,m_image,f_image,p_id_solution,iti
0,m3~36-v1.tif,f3~36-v1.tif,102,1.2134686068223766
1,m3~36-v1.tif,f5~59-v1.tif,102,1.2563280198794826
2,m3~34-v1.tif,f5~58-v1.tif,102,1.3171758552177153
3,m2~26-v1.tif,f4~46-v1.tif,102,1.3551288494400815
4,m2~29-v1.tif,f5~58-v1.tif,102,1.004094623735275
5,m5~53-v1.tif,f3~31-v1.tif,102,1.0202921017988904
6,m4~47-v1.tif,f1~12-v1.tif,102,1.1036309884752142
7,m5~52-v1.tif,f2~22-v1.tif,102,1.1979819580353972
8,m1~18-v1.tif,f3~35-v1.tif,102,1.2022373214385136
9,m5~53-v1.tif,f4~46-v1.tif,102,1.2589039963270303
10,m4~43-v1.tif,f1~16-v1.tif,102,1.4587906257140935
11,m4~42-v1.tif,f3~37-v1.tif,102,1.0734534062858723
12,m2~28-v1.tif,f1~16-v1.tif,102,1.1853100440213413
13,m4~47-v1.tif,f2~22-v1.tif,102,1.18044414196293
14,m4~47-v1.tif,f2~21-v1.tif,102,1.3916855128646763
15,m1~19-v1.tif,f2~26-v1.tif,102,1.0134137534983043
16,m2~26-v1.tif,f5~58-v1.tif,102,1.3269955268959683
17,m3~35-v1.tif,f1~11-v1.tif,102,1.1612465380956207
18,m1~19-v1.tif,f5~51-v1.tif,102,1.1547649251823868
19,m3~36-v1.tif,f3~37-v1.tif,102,1.1523268028865477
20,m2~24-v1.tif,f3~37-v1.tif,102,1.3055285222867752
21,m2~29-v1.tif,f3~35-v1.tif,102,1.3624394085337674
22,m4~47-v1.tif,f4~43-v1.tif,102,1.2997711062516035
23,m5~53-v1.tif,f2~22-v1.tif,102,1.3830482664978305
24,m3~36-v1.tif,f3~35-v1.tif,102,1.3763331471591382
25,m1~12-v1.tif,f3~37-v1.tif,102,1.0345737701053976
26,m5~53-v1.tif,f4~45-v1.tif,102,1.0928010145952394
27,m4~42-v1.tif,f2~21-v1.tif,102,1.41795214664966
28,m1~17-v1.tif,f1~12-v1.tif,102,1.4223648496831516
29,m3~34-v1.tif,f4~46-v1.tif,102,1.106655513311889
30,m1~12-v1.tif,f3~33-v1.tif,102,1.0911120432175585
31,m1~15-v1.tif,f1~12-v1.tif,102,1.4890894505531018
32,m2~29-v1.tif,f5~54-v1.tif,102,1.2159433517262346
33,m5~51-v1.tif,f3~35-v1.tif,102,1.1933214232401048
34,m1~15-v1.tif,f1~16-v1.tif,102,1.4955609807698573
35,m5~51-v1.tif,f1~12-v1.tif,102,1.0426068232371772
36,m1~18-v1.tif,f1~16-v1.tif,102,1.1895814683447588
37,m1~19-v1.tif,f5~56-v1.tif,102,1.078209731901213
38,m5~52-v1.tif,f3~37-v1.tif,102,1.3711629931725537
39,m1~19-v1.tif,f4~46-v1.tif,102,1.1902811537010587
40,m2~29-v1.tif,f2~21-v1.tif,102,1.3953437081135525
41,m2~24-v1.tif,f4~46-v1.tif,102,1.0002858146928444
42,m2~29-v1.tif,f4~45-v1.tif,102,1.1445265015188817
43,m4~48-v1.tif,f5~54-v1.tif,102,1.215911820975908
44,m4~42-v1.tif,f3~35-v1.tif,102,1.389171499866138
45,m1~17-v1.tif,f5~54-v1.tif,102,1.171896467942343
46,m5~52-v1.tif,f1~12-v1.tif,102,1.0279808007586186
47,m5~51-v1.tif,f5~51-v1.tif,102,1.4157662255600196
48,m5~53-v1.tif,f3~33-v1.tif,102,1.0501994856476145
49,m1~18-v1.tif,f5~54-v1.tif,102,1.315352936039968
50,m4~43-v1.tif,f1~11-v1.tif,102,1.4716902599953676
51,m1~17-v1.tif,f2~21-v1.tif,102,1.2289760700742558
52,m1~12-v1.tif,f5~59-v1.tif,102,1.308109867864817
53,m1~19-v1.tif,f5~58-v1.tif,102,1.3413654430363904
54,m4~47-v1.tif,f3~31-v1.tif,102,1.0482886806051062
55,m2~28-v1.tif,f2~26-v1.tif,102,1.358572350313098
56,m2~24-v1.tif,f2~22-v1.tif,102,1.1572664499793366
57,m2~28-v1.tif,f4~46-v1.tif,102,1.4456377641944789
58,m3~35-v1.tif,f2~26-v1.tif,102,1.2983067384894214
59,m1~18-v1.tif,f5~51-v1.tif,102,1.2922654624132583
60,m4~410-v1.tif,f2~22-v1.tif,102,1.3919939526665157
61,m1~15-v1.tif,f5~59-v1.tif,102,1.3720776461405002
62,m3~35-v1.tif,f1~11-v1.tif,102,1.3642228974188508
63,m3~35-v1.tif,f5~54-v1.tif,102,1.0668525458502256
64,m2~24-v1.tif,f3~31-v1.tif,102,1.4245558285538182
65,m3~35-v1.tif,f2~21-v1.tif,102,1.2656348141288576
66,m4~47-v1.tif,f3~37-v1.tif,102,1.2249544572556386
67,m1~19-v1.tif,f5~59-v1.tif,102,1.082049118220962
68,m5~53-v1.tif,f1~16-v1.tif,102,1.0284297281021408
69,m4~43-v1.tif,f4~45-v1.tif,102,1.323277127208265
70,m2~24-v1.tif,f4~43-v1.tif,102,1.4639266630662557
71,m4~47-v1.tif,f1~16-v1.tif,102,1.2153630450315625
72,m5~53-v1.tif,f3~31-v1.tif,102,1.114747034365457
73,m1~18-v1.tif,f3~31-v1.tif,102,1.1536879900111576
74,m4~410-v1.tif,f2~22-v1.tif,102,1.1984517813103541
75,m5~53-v1.tif,f4~45-v1.tif,102,1.4808567465404154
76,m4~48-v1.tif,f1~16-v1.tif,102,1.301057257428737
77,m2~28-v1.tif,f1~12-v1.tif,102,1.4524522223534881
78,m2~28-v1.tif,f3~31-v1.tif,102,1.327549060716784
79,m5~53-v1.tif,f5~56-v1.tif,102,1.4478291638860608
80,m5~53-v1.tif,f3~31-v1.tif,102,1.0776788311309693
81,m1~12-v1.tif,f3~35-v1.tif,102,1.1401310158161122
82,m2~29-v1.tif,f4~46-v1.tif,102,1.1495142114125254
83,m4~47-v1.tif,f3~31-v1.tif,102,1.450251426389391
84,m2~28-v1.tif,f3~33-v1.tif,102,1.4047959618896537
85,m1~18-v1.tif,f5~54-v1.tif,102,1.1810546471242398
86,m3~36-v1.tif,f3~36-v1.tif,102,1.49131531704849
87,m2~24-v1.tif,f3~35-v1.tif,102,1.4630582668642953
88,m3~36-v1.tif,f5~59-v1.tif,102,1.2973130658275505
89,m2~27-v1.tif,f5~59-v1.tif,102,1.2836544023203516
90,m2~24-v1.tif,f1~11-v1.tif,102,1.3029650668651354
91,m2~26-v1.tif,f5~54-v1.tif,102,1.307263122845602
92,m1~15-v1.tif,f3~31-v1.tif,102,1.0899199439695901
93,m5~51-v1.tif,f2~26-v1.tif,102,1.3691515025470862
94,m2~29-v1.tif,f3~36-v1.tif,102,1.2128179084700617
95,m2~28-v1.tif,f3~36-v1.tif,102,1.0193918303264156
96,m2~27-v1.tif,f2~21-v1.tif,102,1.152424979968265
97,m5~52-v1.tif,f4~45-v1.tif,102,1.0184919932667862
98,m4~47-v1.tif,f2~21-v1.tif,102,1.3411244748466555
99,m5~51-v1.tif,f2~26-v1.tif,102,1.090563558149055
100,m2~27-v1.tif,f3~35-v1.tif,102,1.2513002930215793
101,m2~28-v1.tif,f5~58-v1.tif,102,1.4237364424709233
102,m4~410-v1.tif,f5~58-v1.tif,102,1.0070982142481695
103,m4~43-v1.tif,f4~43-v1.tif,102,1.1492962835187468
104,m3~36-v1.tif,f3~35-v1.tif,102,1.277843641182407
105,m2~28-v1.tif,f4~43-v1.tif,102,1.3872490262717225
106,m1~17-v1.tif,f1~11-v1.tif,102,1.4416601467082688
107,m1~19-v1.tif,f3~31-v1.tif,102,1.34877876940353
108,m4~410-v1.tif,f5~54-v1.tif,102,1.1247826872046829
109,m4~47-v1.tif,f4~45-v1.tif,102,1.3589388966405362
110,m4~410-v1.tif,f3~35-v1.tif,102,1.286082203456094
111,m2~24-v1.tif,f3~37-v1.tif,102,1.1532177946082074
112,m2~29-v1.tif,f3~36-v1.tif,102,1.464298477684983
113,m1~15-v1.tif,f2~21-v1.tif,102,1.3067338234303953
114,m3~34-v1.tif,f4~46-v1.tif,102,1.1322823375110984
115,m2~27-v1.tif,f4~43-v1.tif,102,1.1137760334178752
116,m3~35-v1.tif,f2~22-v1.tif,102,1.009961307512206
117,m4~410-v1.tif,f5~58-v1.tif,102,1.2820417774483817
118,m5~52-v1.tif,f1~16-v1.tif,102,1.0269051853528413
119,m4~43-v1.tif,f2~22-v1.tif,102,1.2750850863315937
120,m3~34-v1.tif,f3~33-v1.tif,102,1.4920012281424664
121,m2~24-v1.tif,f3~37-v1.tif,102,1.284043387425469
122,m4~42-v1.tif,f4~45-v1.tif,102,1.2583597360806722
123,m1~19-v1.tif,f5~59-v1.tif,102,1.4805744068640727
124,m5~53-v1.tif,f1~16-v1.tif,102,1.0389592293214074
125,m1~12-v1.tif,f1~11-v1.tif,102,1.3401397826477532
126,m4~410-v1.tif,f3~37-v1.tif,102,1.000591513485195
127,m4~48-v1.tif,f5~51-v1.tif,102,1.2450209811440405
128,m1~17-v1.tif,f1~11-v1.tif,102,1.31075902586382
129,m2~29-v1.tif,f2~21-v1.tif,102,1.2615519260473438
130,m1~19-v1.tif,f1~16-v1.tif,102,1.0922669303457844
131,m4~43-v1.tif,f5~56-v1.tif,102,1.1622899935019853
132,m4~42-v1.tif,f4~43-v1.tif,102,1.2079385324524117
133,m1~18-v1.tif,f3~33-v1.tif,102,1.4840423215893654
134,m5~53-v1.tif,f3~37-v1.tif,102,1.3226439998352344
135,m1~12-v1.tif,f5~54-v1.tif,102,1.1520505450727758
136,m3~35-v1.tif,f3~31-v1.tif,102,1.1773890640547762
137,m3~34-v1.tif,f3~31-v1.tif,102,1.1952629797308867
138,m3~35-v1.tif,f5~59-v1.tif,102,1.2905693498999227
139,m4~42-v1.tif,f3~36-v1.tif,102,1.3284517906906963
140,m1~19-v1.tif,f2~22-v1.tif,102,1.380949816738323
141,m3~34-v1.tif,f4~43-v1.tif,102,1.2724084031461422
142,m3~35-v1.tif,f4~46-v1.tif,102,1.0218527870011738
143,m5~53-v1.tif,f5~58-v1.tif,102,1.050873789745864
144,m5~51-v1.tif,f4~43-v1.tif,102,1.2689274206007712
145,m1~19-v1.tif,f4~45-v1.tif,102,1.3303107149049596
146,m4~48-v1.tif,f5~51-v1.tif,102,1.0907606778708892
147,m1~12-v1.tif,f5~54-v1.tif,102,1.4901897922549252
148,m5~53-v1.tif,f2~21-v1.tif,102,1.4357242226520972
149,m1~19-v1.tif,f3~33-v1.tif,102,1.415479827538666
150,m1~15-v1.tif,f4~45-v1.tif,102,1.0503835734154858
151,m2~27-v1.tif,f3~31-v1.tif,102,1.180942656991985
152,m2~28-v1.tif,f3~37-v1.tif,102,1.0365532592610465
153,m2~29-v1.tif,f1~12-v1.tif,102,1.122919733344347
154,m4~47-v1.tif,f2~21-v1.tif,102,1.015603798139028
155,m4~410-v1.tif,f5~56-v1.tif,102,1.2869888752544556
156,m4~42-v1.tif,f5~51-v1.tif,102,1.1793546976242304
157,m5~52-v1.tif,f3~37-v1.tif,102,1.334703700544079
158,m2~28-v1.tif,f1~16-v1.tif,102,1.0299447791112133
159,m2~29-v1.tif,f1~16-v1.tif,102,1.225081147885714
160,m2~27-v1.tif,f5~59-v1.tif,102,1.2569858345341018
161,m2~27-v1.tif,f4~45-v1.tif,102,1.0307705408753693
162,m1~18-v1.tif,f1~12-v1.tif,102,1.3791857531591738
163,m2~28-v1.tif,f3~37-v1.tif,102,1.1287240030436128
164,m1~18-v1.tif,f4~46-v1.tif,102,1.2272294369671053
165,m5~53-v1.tif,f1~12-v1.tif,102,1.371629541923548
166,m4~410-v1.tif,f1~16-v1.tif,102,1.241818938223377
167,m4~43-v1.tif,f3~37-v1.tif,102,1.2862847622575824
168,m2~28-v1.tif,f5~56-v1.tif,102,1.0906932878211746
169,m5~53-v1.tif,f3~36-v1.tif,102,1.4132603162593202
170,m5~53-v1.tif,f4~45-v1.tif,102,1.2613517568986767
171,m2~29-v1.tif,f5~56-v1.tif,102,1.268947426506471
172,m2~27-v1.tif,f2~22-v1.tif,102,1.4291355405161232
173,m2~24-v1.tif,f5~56-v1.tif,102,1.3146689054882383
174,m1~18-v1.tif,f4~45-v1.tif,102,1.1399208251823292
175,m2~24-v1.tif,f1~12-v1.tif,102,1.0062810136653069
176,m2~29-v1.tif,f5~59-v1.tif,102,1.4767500177540387
177,m4~410-v1.tif,f4~43-v1.tif,102,1.3638765715003274
178,m5~53-v1.tif,f5~56-v1.tif,102,1.1677702301593353
179,m4~43-v1.tif,f4~45-v1.tif,102,1.1481785674365932
180,m2~29-v1.tif,f3~36-v1.tif,102,1.4525785743305664
181,m4~43-v1.tif,f5~58-v1.tif,102,1.3081975085046467
182,m1~17-v1.tif,f5~59-v1.tif,102,1.3473766358257444
183,m1~17-v1.tif,f2~22-v1.tif,102,1.321898767535545
184,m5~52-v1.tif,f5~51-v1.tif,102,1.4522872280151158
185,m1~12-v1.tif,f3~35-v1.tif,102,1.4341757882173651
186,m2~28-v1.tif,f1~16-v1.tif,102,1.0175559082185615
187,m1~12-v1.tif,f5~58-v1.tif,102,1.0360787766121782
188,m2~24-v1.tif,f3~36-v1.tif,102,1.0979451801405076
189,m1~17-v1.tif,f5~51-v1.tif,102,1.1708525327025703
190,m4~48-v1.tif,f4~43-v1.tif,102,1.0354945160034121
191,m2~27-v1.tif,f1~11-v1.tif,102,1.0047616128514523
192,m4~410-v1.tif,f1~11-v1.tif,102,1.0131587106417648
193,m5~51-v1.tif,f1~12-v1.tif,102,1.013048910652797
194,m4~47-v1.tif,f5~59-v1.tif,102,1.0938218949926006
195,m4~410-v1.tif,f3~36-v1.tif,102,1.3810300372579476
196,m1~12-v1.tif,f3~33-v1.tif,102,1.4208667019722871
197,m3~36-v1.tif,f3~35-v1.tif,102,1.0937301105332875
198,m1~12-v1.tif,f5~51-v1.tif,102,1.1862324844788203
199,m2~26-v1.tif,f2~21-v1.tif,102,1.4768400303572724
200,m1~17-v1.tif,f1~16-v1.tif,102,1.0581668774982815
201,m4~43-v1.tif,f3~36-v1.tif,102,1.0524361791480001
202,m2~26-v1.tif,f1~11-v1.tif,102,1.3116911998285272
203,m2~24-v1.tif,f3~37-v1.tif,102,1.4523258067605627
204,m1~18-v1.tif,f5~51-v1.tif,102,1.167623394854774
205,m1~19-v1.tif,f5~54-v1.tif,102,1.1509526538491208
206,m3~35-v1.tif,f1~11-v1.tif,102,1.0874741234439522
207,m1~18-v1.tif,f5~51-v1.tif,102,1.1468212493746566
208,m2~26-v1.tif,f4~45-v1.tif,102,1.2137405720779118
209,m4~48-v1.tif,f5~58-v1.tif,102,1.1123834323311594
210,m1~18-v1.tif,f2~21-v1.tif,102,1.2168961548173893
