trial,m_image,f_image,p_id_solution,iti
0,m4~42-v1.tif,f2~21-v1.tif,102,1.0221704749017446
1,m2~29-v1.tif,f1~16-v1.tif,102,1.1583229149470915
2,m4~42-v1.tif,f2~22-v1.tif,102,1.4185320526178502
3,m4~42-v1.tif,f3~37-v1.tif,102,1.4008025594157472
4,m2~29-v1.tif,f5~58-v1.tif,102,1.2398246422095593
5,m1~19-v1.tif,f3~36-v1.tif,102,1.4710395791380348
6,m2~26-v1.tif,f5~58-v1.tif,102,1.4982316671549962
7,m2~26-v1.tif,f3~36-v1.tif,102,1.175781807420959
8,m2~27-v1.tif,f5~56-v1.tif,102,1.3994129788309702
9,m1~18-v1.tif,f5~54-v1.tif,102,1.011766442538469
10,m2~24-v1.tif,f2~26-v1.tif,102,1.3990659822697822
11,m4~48-v1.tif,f4~46-v1.tif,102,1.1625573261746567
12,m4~410-v1.tif,f3~31-v1.tif,102,1.083640037849409
13,m2~28-v1.tif,f5~54-v1.tif,102,1.425430000624841
14,m4~47-v1.tif,f5~51-v1.tif,102,1.0212866657240443
15,m3~35-v1.tif,f1~12-v1.tif,102,1.0162011875495693
16,m1~15-v1.tif,f5~56-v1.tif,102,1.0620443439770444
17,m1~18-v1.tif,f3~31-v1.tif,102,1.1178065288683279
18,m1~18-v1.tif,f5~51-v1.tif,102,1.38394980349402
19,m1~12-v1.tif,f2~26-v1.tif,102,1.1095096303736216
20,m3~34-v1.tif,f4~43-v1.tif,102,1.1566787774766953
21,m2~27-v1.tif,f3~37-v1.tif,102,1.3908975737567673
22,m2~27-v1.tif,f3~36-v1.tif,102,1.1842216394315568
23,m2~26-v1.tif,f3~35-v1.tif,102,1.195459252473823
24,m4~48-v1.tif,f3~35-v1.tif,102,1.4515473596077766
25,m2~27-v1.tif,f4~43-v1.tif,102,1.2593496269462396
26,m2~24-v1.tif,f5~58-v1.tif,102,1.2989415243644733
27,m3~35-v1.tif,f5~54-v1.tif,102,1.0230601325709912
28,m2~29-v1.tif,f1~12-v1.tif,102,1.1519335913106348
29,m1~15-v1.tif,f2~21-v1.tif,102,1.06347663681587
30,m4~42-v1.tif,f1~12-v1.tif,102,1.2335101044319865
31,m3~36-v1.tif,f3~37-v1.tif,102,1.1618225398620976
32,m4~48-v1.tif,f4~43-v1.tif,102,1.1933706270159516
33,m2~27-v1.tif,f2~26-v1.tif,102,1.0801672948877892
34,m1~18-v1.tif,f3~37-v1.tif,102,1.3823448061998227
35,m4~43-v1.tif,f1~12-v1.tif,102,1.1354234971997683
36,m5~52-v1.tif,f5~54-v1.tif,102,1.0868558051995227
37,m4~410-v1.tif,f5~51-v1.tif,102,1.347668261094472
38,m4~42-v1.tif,f3~36-v1.tif,102,1.3575499580975958
39,m2~29-v1.tif,f4~45-v1.tif,102,1.1108861998087434
40,m2~28-v1.tif,f2~22-v1.tif,102,1.464561017935522
41,m3~34-v1.tif,f3~36-v1.tif,102,1.3399645238203253
