trial,m_image,f_image,p_id_solution,iti
0,m2~28-v1.tif,f2~22-v1.tif,102,1.458239134795062
1,m4~42-v1.tif,f5~51-v1.tif,102,1.4503835564433893
2,m4~47-v1.tif,f1~16-v1.tif,102,1.0135851893348733
3,m2~27-v1.tif,f2~22-v1.tif,102,1.1811659360631692
4,m3~34-v1.tif,f4~45-v1.tif,102,1.1134114046112795
5,m4~410-v1.tif,f3~33-v1.tif,102,1.2903370591250587
6,m4~47-v1.tif,f5~54-v1.tif,102,1.347778964790878
7,m5~53-v1.tif,f3~33-v1.tif,102,1.0037263747247698
8,m5~51-v1.tif,f5~51-v1.tif,102,1.1016333807290197
9,m2~28-v1.tif,f5~58-v1.tif,102,1.3803309533207242
10,m4~43-v1.tif,f1~12-v1.tif,102,1.0783068723893634
11,m3~34-v1.tif,f3~33-v1.tif,102,1.4198497778745975
12,m4~410-v1.tif,f3~36-v1.tif,102,1.2533802353068895
13,m2~26-v1.tif,f2~21-v1.tif,102,1.4658990818340294
14,m2~28-v1.tif,f3~33-v1.tif,102,1.0832554585425045
15,m4~48-v1.tif,f3~31-v1.tif,102,1.4347632902495366
16,m1~19-v1.tif,f2~26-v1.tif,102,1.2997905673060615
17,m2~29-v1.tif,f5~59-v1.tif,102,1.045432702227331
18,m5~52-v1.tif,f5~51-v1.tif,102,1.4533121965177775
19,m2~24-v1.tif,f5~59-v1.tif,102,1.0338469771174905
20,m4~47-v1.tif,f1~16-v1.tif,102,1.32495180398298
21,m5~51-v1.tif,f5~54-v1.tif,102,1.2579745891871434
22,m5~51-v1.tif,f1~16-v1.tif,102,1.4644516043549718
23,m1~17-v1.tif,f5~54-v1.tif,102,1.1802347976802101
24,m1~15-v1.tif,f3~37-v1.tif,102,1.4940741181536439
25,m1~12-v1.tif,f3~33-v1.tif,102,1.4978632372745433
26,m3~34-v1.tif,f1~11-v1.tif,102,1.286223220331299
27,m2~29-v1.tif,f4~45-v1.tif,102,1.1766836316847396
28,m4~48-v1.tif,f5~59-v1.tif,102,1.3968751110584143
29,m4~43-v1.tif,f5~59-v1.tif,102,1.493836998572401
30,m2~28-v1.tif,f5~51-v1.tif,102,1.0046018865007267
31,m1~15-v1.tif,f4~43-v1.tif,102,1.498995828251642
32,m5~51-v1.tif,f3~31-v1.tif,102,1.102535093198589
33,m4~42-v1.tif,f3~31-v1.tif,102,1.1783861697764662
34,m2~24-v1.tif,f2~21-v1.tif,102,1.079049198117119
35,m1~17-v1.tif,f2~22-v1.tif,102,1.0092942821458097
36,m1~17-v1.tif,f2~26-v1.tif,102,1.1020475236234435
37,m1~12-v1.tif,f3~36-v1.tif,102,1.1587270816068076
38,m1~18-v1.tif,f5~59-v1.tif,102,1.3814339228962158
39,m1~19-v1.tif,f5~58-v1.tif,102,1.055460277748086
40,m4~410-v1.tif,f4~46-v1.tif,102,1.133082979957875
41,m2~28-v1.tif,f3~31-v1.tif,102,1.4819440412965017
42,m3~34-v1.tif,f5~51-v1.tif,102,1.2490847343798706
43,m2~26-v1.tif,f3~31-v1.tif,102,1.3093104984356152
44,m1~12-v1.tif,f1~16-v1.tif,102,1.4392546190576394
45,m2~28-v1.tif,f3~31-v1.tif,102,1.169809084712023
46,m5~52-v1.tif,f1~16-v1.tif,102,1.2519849182425355
47,m5~53-v1.tif,f1~16-v1.tif,102,1.3257306330214909
48,m4~48-v1.tif,f3~35-v1.tif,102,1.3728301417110433
49,m2~24-v1.tif,f5~54-v1.tif,102,1.2933242004301722
50,m1~12-v1.tif,f4~46-v1.tif,102,1.2464864144275172
51,m4~43-v1.tif,f3~37-v1.tif,102,1.1692893024847273
52,m2~27-v1.tif,f2~26-v1.tif,102,1.4564988457034884
53,m2~27-v1.tif,f3~35-v1.tif,102,1.3126389785961852
54,m2~26-v1.tif,f2~22-v1.tif,102,1.4239697968574387
55,m3~36-v1.tif,f2~26-v1.tif,102,1.1301126401057418
56,m1~17-v1.tif,f4~45-v1.tif,102,1.1750104754340014
57,m2~28-v1.tif,f4~46-v1.tif,102,1.262094911952317
58,m2~24-v1.tif,f4~45-v1.tif,102,1.1401821790307312
59,m4~410-v1.tif,f2~26-v1.tif,102,1.3177506430648753
60,m1~15-v1.tif,f4~45-v1.tif,102,1.0156594983001757
61,m2~26-v1.tif,f5~51-v1.tif,102,1.3805534516859133
62,m1~17-v1.tif,f4~45-v1.tif,102,1.3896046841412786
63,m2~28-v1.tif,f1~11-v1.tif,102,1.423853381077823
64,m2~29-v1.tif,f4~43-v1.tif,102,1.3964685407559445
65,m4~410-v1.tif,f2~22-v1.tif,102,1.4232105088759428
66,m5~51-v1.tif,f4~43-v1.tif,102,1.0022827802871421
