trial,m_image,f_image,p_id_solution,iti
0,m1~18-v1.tif,f1~16-v1.tif,102,1.0476629526907086
1,m1~19-v1.tif,f1~12-v1.tif,102,1.1493409358800857
2,m4~47-v1.tif,f3~35-v1.tif,102,1.0023035390385977
3,m2~26-v1.tif,f2~26-v1.tif,102,1.358867319335122
4,m4~410-v1.tif,f1~16-v1.tif,102,1.1692450477864471
5,m2~24-v1.tif,f4~46-v1.tif,102,1.1255620183300674
6,m1~17-v1.tif,f4~43-v1.tif,102,1.2637508988438046
7,m2~24-v1.tif,f2~22-v1.tif,102,1.3026032377941061
8,m2~26-v1.tif,f1~12-v1.tif,102,1.1242802142900925
9,m5~51-v1.tif,f5~58-v1.tif,102,1.3474463362426632
10,m2~28-v1.tif,f5~59-v1.tif,102,1.4220107111336422
11,m1~18-v1.tif,f5~51-v1.tif,102,1.0549044604933986
12,m4~47-v1.tif,f1~12-v1.tif,102,1.0256424170662284
13,m5~53-v1.tif,f2~22-v1.tif,102,1.3930480890596635
14,m1~17-v1.tif,f5~54-v1.tif,102,1.4682527865654316
15,m4~43-v1.tif,f2~22-v1.tif,102,1.2959104785706024
16,m4~47-v1.tif,f3~33-v1.tif,102,1.290358463126873
17,m5~52-v1.tif,f4~43-v1.tif,102,1.1849034523002415
18,m1~17-v1.tif,f3~37-v1.tif,102,1.391753354158592
19,m5~52-v1.tif,f5~54-v1.tif,102,1.2667113037768876
20,m2~28-v1.tif,f4~45-v1.tif,102,1.3807685192348682
21,m2~28-v1.tif,f5~56-v1.tif,102,1.0458507321002521
22,m4~43-v1.tif,f5~56-v1.tif,102,1.1124659798954373
23,m2~26-v1.tif,f4~45-v1.tif,102,1.0128595819235977
24,m2~24-v1.tif,f4~46-v1.tif,102,1.4270612368988105
25,m3~35-v1.tif,f1~11-v1.tif,102,1.0983381059395314
26,m4~410-v1.tif,f4~45-v1.tif,102,1.40978912576455
27,m4~47-v1.tif,f2~26-v1.tif,102,1.3769888171292048
28,m5~53-v1.tif,f1~16-v1.tif,102,1.0428359681653019
29,m3~36-v1.tif,f2~26-v1.tif,102,1.3337589633269458
30,m5~53-v1.tif,f3~31-v1.tif,102,1.488789297482196
31,m4~410-v1.tif,f5~54-v1.tif,102,1.2461981758886003
32,m1~15-v1.tif,f5~51-v1.tif,102,1.265878009096082
33,m1~18-v1.tif,f4~45-v1.tif,102,1.2848481536089917
34,m2~24-v1.tif,f2~21-v1.tif,102,1.2711793187210092
35,m3~36-v1.tif,f5~58-v1.tif,102,1.3224379052782025
36,m1~19-v1.tif,f5~58-v1.tif,102,1.4226507435111926
37,m3~36-v1.tif,f5~58-v1.tif,102,1.3081698180715204
38,m4~47-v1.tif,f3~36-v1.tif,102,1.255251860501394
39,m3~35-v1.tif,f5~59-v1.tif,102,1.4224869976275585
40,m2~26-v1.tif,f4~45-v1.tif,102,1.2348721449018534
41,m1~19-v1.tif,f3~37-v1.tif,102,1.2284865087362808
42,m1~19-v1.tif,f5~58-v1.tif,102,1.0155718194687013
43,m1~19-v1.tif,f3~35-v1.tif,102,1.1682984428360834
44,m1~12-v1.tif,f3~33-v1.tif,102,1.2788503910715865
45,m2~26-v1.tif,f4~43-v1.tif,102,1.353182591246419
