trial,m_image,f_image,p_id_solution,iti
0,m1~15-v1.tif,f3~33-v1.tif,102,1.4107606987010026
1,m1~19-v1.tif,f1~16-v1.tif,102,1.2120952382632209
2,m1~15-v1.tif,f5~51-v1.tif,102,1.3474211268616647
3,m5~53-v1.tif,f2~26-v1.tif,102,1.3247527474210608
4,m5~52-v1.tif,f2~22-v1.tif,102,1.1309076033406409
5,m3~36-v1.tif,f2~26-v1.tif,102,1.4409032530526955
6,m4~42-v1.tif,f3~31-v1.tif,102,1.4929326256372724
7,m2~24-v1.tif,f5~51-v1.tif,102,1.1667844286608644
8,m4~42-v1.tif,f5~56-v1.tif,102,1.317662542553922
9,m2~24-v1.tif,f2~21-v1.tif,102,1.4670331931069125
10,m5~51-v1.tif,f4~46-v1.tif,102,1.4970350349118826
11,m4~43-v1.tif,f1~12-v1.tif,102,1.2585557608269968
12,m2~27-v1.tif,f5~58-v1.tif,102,1.3414482574629276
13,m1~18-v1.tif,f3~35-v1.tif,102,1.2904890570958722
14,m1~15-v1.tif,f3~33-v1.tif,102,1.2051113251546293
15,m1~17-v1.tif,f3~33-v1.tif,102,1.0093764881308145
16,m2~26-v1.tif,f4~45-v1.tif,102,1.4474986094772635
17,m2~29-v1.tif,f5~51-v1.tif,102,1.1302555965433492
18,m5~52-v1.tif,f3~37-v1.tif,102,1.050754686329727
19,m3~34-v1.tif,f5~56-v1.tif,102,1.1432014034642837
20,m1~12-v1.tif,f4~43-v1.tif,102,1.166711865092719
21,m3~34-v1.tif,f4~45-v1.tif,102,1.031657941589835
22,m3~34-v1.tif,f5~58-v1.tif,102,1.2689897860038006
23,m4~47-v1.tif,f5~56-v1.tif,102,1.082877109729752
24,m4~42-v1.tif,f5~51-v1.tif,102,1.0329268270906276
25,m1~18-v1.tif,f3~36-v1.tif,102,1.135907691440721
26,m5~51-v1.tif,f5~56-v1.tif,102,1.3932169996852741
27,m1~12-v1.tif,f5~54-v1.tif,102,1.1608195838427502
28,m5~51-v1.tif,f4~45-v1.tif,102,1.2210898903468559
29,m5~53-v1.tif,f2~22-v1.tif,102,1.3224272278984526
30,m4~43-v1.tif,f2~22-v1.tif,102,1.3951205334936223
31,m1~12-v1.tif,f3~35-v1.tif,102,1.046506421533557
32,m2~24-v1.tif,f3~35-v1.tif,102,1.3595804950446078
33,m1~18-v1.tif,f2~21-v1.tif,102,1.1477657862961077
34,m2~27-v1.tif,f3~37-v1.tif,102,1.0598262239367922
35,m1~12-v1.tif,f5~58-v1.tif,102,1.3866558747611268
36,m4~410-v1.tif,f4~43-v1.tif,102,1.0656577049678222
37,m1~18-v1.tif,f2~21-v1.tif,102,1.0332883288148915
38,m1~12-v1.tif,f2~21-v1.tif,102,1.4030227390423593
39,m1~19-v1.tif,f3~33-v1.tif,102,1.245060823575727
40,m2~24-v1.tif,f3~35-v1.tif,102,1.2946485690811014
41,m3~35-v1.tif,f3~31-v1.tif,102,1.389819754392018
42,m3~35-v1.tif,f1~16-v1.tif,102,1.062536896700601
43,m4~42-v1.tif,f1~11-v1.tif,102,1.2728970470897405
44,m5~51-v1.tif,f3~31-v1.tif,102,1.33994458440039
45,m4~410-v1.tif,f2~26-v1.tif,102,1.0874287084097816
46,m3~36-v1.tif,f3~37-v1.tif,102,1.2171722474736475
47,m4~48-v1.tif,f3~33-v1.tif,102,1.3567328422566087
48,m4~410-v1.tif,f4~45-v1.tif,102,1.2550328446489842
49,m4~410-v1.tif,f1~12-v1.tif,102,1.4900656247800457
50,m3~36-v1.tif,f3~37-v1.tif,102,1.4025544822145517
51,m4~47-v1.tif,f5~56-v1.tif,102,1.1802796687352726
52,m3~35-v1.tif,f2~26-v1.tif,102,1.1289164820901316
53,m4~43-v1.tif,f2~21-v1.tif,102,1.1820485150562847
54,m4~42-v1.tif,f5~51-v1.tif,102,1.0429418934221415
55,m1~15-v1.tif,f5~51-v1.tif,102,1.140342605007093
56,m2~28-v1.tif,f5~51-v1.tif,102,1.4940756451070425
57,m2~26-v1.tif,f5~56-v1.tif,102,1.1031058371340547
58,m1~15-v1.tif,f2~21-v1.tif,102,1.1970469668688386
59,m5~51-v1.tif,f3~36-v1.tif,102,1.341124485679581
60,m3~36-v1.tif,f3~31-v1.tif,102,1.1439313325712968
61,m2~26-v1.tif,f3~31-v1.tif,102,1.1897608198522631
62,m5~51-v1.tif,f4~46-v1.tif,102,1.080328476958054
63,m4~48-v1.tif,f2~26-v1.tif,102,1.301513868053746
64,m4~48-v1.tif,f3~37-v1.tif,102,1.002009070517082
65,m1~17-v1.tif,f1~16-v1.tif,102,1.2784021007030262
66,m2~24-v1.tif,f5~56-v1.tif,102,1.4791483330353885
67,m2~27-v1.tif,f2~22-v1.tif,102,1.0194049583454154
68,m1~17-v1.tif,f1~11-v1.tif,102,1.4681332314801665
69,m4~43-v1.tif,f5~54-v1.tif,102,1.0291626660596245
70,m4~410-v1.tif,f5~59-v1.tif,102,1.3550178681359486
71,m1~15-v1.tif,f2~26-v1.tif,102,1.4102728769350286
72,m1~18-v1.tif,f2~22-v1.tif,102,1.0598494434484014
73,m3~34-v1.tif,f2~21-v1.tif,102,1.13811451437208
74,m4~410-v1.tif,f1~12-v1.tif,102,1.2892228092000355
75,m5~53-v1.tif,f5~59-v1.tif,102,1.0910939144656209
76,m5~52-v1.tif,f3~36-v1.tif,102,1.3963770028113711
77,m3~36-v1.tif,f5~58-v1.tif,102,1.2339828525153993
78,m1~19-v1.tif,f3~35-v1.tif,102,1.497433626288943
79,m5~53-v1.tif,f5~59-v1.tif,102,1.0765801613237826
80,m2~27-v1.tif,f2~26-v1.tif,102,1.4155245460383623
81,m4~42-v1.tif,f1~16-v1.tif,102,1.3743373122097529
82,m1~19-v1.tif,f3~31-v1.tif,102,1.1201535026851566
83,m4~48-v1.tif,f5~58-v1.tif,102,1.1959985143139258
