trial,m_image,f_image,p_id_solution,iti
0,m3~36-v1.tif,f2~26-v1.tif,102,1.1666317756710312
1,m5~51-v1.tif,f3~36-v1.tif,102,1.4469689955993472
2,m1~15-v1.tif,f5~54-v1.tif,102,1.2534990615170565
3,m2~28-v1.tif,f1~11-v1.tif,102,1.3320377437929651
4,m4~410-v1.tif,f5~58-v1.tif,102,1.203582215405793
5,m2~24-v1.tif,f3~31-v1.tif,102,1.4574594712239315
6,m5~53-v1.tif,f1~12-v1.tif,102,1.0830438475534327
7,m5~53-v1.tif,f4~46-v1.tif,102,1.407723613612743
8,m5~51-v1.tif,f2~21-v1.tif,102,1.1561762770645114
9,m2~24-v1.tif,f1~12-v1.tif,102,1.10147479417765
10,m3~36-v1.tif,f2~26-v1.tif,102,1.3837061159020747
11,m2~28-v1.tif,f3~33-v1.tif,102,1.4177037981711695
12,m2~28-v1.tif,f4~45-v1.tif,102,1.1533505406959044
13,m2~24-v1.tif,f5~58-v1.tif,102,1.2174888697117887
14,m4~43-v1.tif,f3~35-v1.tif,102,1.4658730820850927
15,m3~35-v1.tif,f4~43-v1.tif,102,1.1138932549096006
16,m1~18-v1.tif,f2~26-v1.tif,102,1.1648561305136096
17,m2~28-v1.tif,f1~11-v1.tif,102,1.3187829073253152
18,m1~17-v1.tif,f3~37-v1.tif,102,1.1346168682081874
19,m5~52-v1.tif,f3~36-v1.tif,102,1.0775409309865909
20,m2~24-v1.tif,f5~59-v1.tif,102,1.0328378948135255
21,m4~410-v1.tif,f2~22-v1.tif,102,1.4322414739417657
22,m4~47-v1.tif,f1~16-v1.tif,102,1.2811512132207392
23,m1~18-v1.tif,f3~33-v1.tif,102,1.2129852260594771
24,m1~18-v1.tif,f5~56-v1.tif,102,1.0791642104733763
25,m3~36-v1.tif,f5~56-v1.tif,102,1.2069375828762254
26,m1~18-v1.tif,f3~31-v1.tif,102,1.3022374555371896
27,m3~35-v1.tif,f5~54-v1.tif,102,1.0699077521370597
28,m5~51-v1.tif,f5~54-v1.tif,102,1.2473817162577128
