trial,m_image,f_image,p_id_solution,iti
0,m3~34-v1.tif,f2~22-v1.tif,102,1.2796303547644912
1,m1~12-v1.tif,f3~35-v1.tif,102,1.2542896993535524
2,m4~410-v1.tif,f5~59-v1.tif,102,1.3069469908601943
3,m1~12-v1.tif,f1~12-v1.tif,102,1.1145859684758468
4,m2~27-v1.tif,f1~12-v1.tif,102,1.2281369392819381
5,m3~35-v1.tif,f4~46-v1.tif,102,1.0928450412336272
6,m1~17-v1.tif,f5~56-v1.tif,102,1.4587869850136161
7,m1~15-v1.tif,f3~36-v1.tif,102,1.2667784058518594
8,m5~53-v1.tif,f1~12-v1.tif,102,1.2515062384210165
9,m4~47-v1.tif,f1~16-v1.tif,102,1.0296174254241626
10,m5~52-v1.tif,f2~21-v1.tif,102,1.378337694859245
11,m4~47-v1.tif,f3~31-v1.tif,102,1.0016049140821324
12,m4~47-v1.tif,f3~36-v1.tif,102,1.2088966755766217
13,m4~43-v1.tif,f5~54-v1.tif,102,1.0794942687125444
14,m5~52-v1.tif,f1~11-v1.tif,102,1.0733260889724137
15,m1~12-v1.tif,f2~26-v1.tif,102,1.1715979267678729
16,m2~28-v1.tif,f5~54-v1.tif,102,1.0010163778837857
17,m1~18-v1.tif,f5~58-v1.tif,102,1.1465828029257656
18,m4~410-v1.tif,f2~22-v1.tif,102,1.079363941222137
19,m3~36-v1.tif,f4~43-v1.tif,102,1.048539291646533
20,m4~48-v1.tif,f1~12-v1.tif,102,1.080400415665912
21,m1~15-v1.tif,f5~51-v1.tif,102,1.018259061047559
22,m4~48-v1.tif,f3~36-v1.tif,102,1.1740492948160581
23,m4~47-v1.tif,f2~21-v1.tif,102,1.365149283039262
24,m4~48-v1.tif,f4~43-v1.tif,102,1.4174065209190863
25,m2~24-v1.tif,f1~11-v1.tif,102,1.2240788507565026
26,m5~51-v1.tif,f3~36-v1.tif,102,1.0718257645554505
27,m2~28-v1.tif,f1~11-v1.tif,102,1.0665588761726623
28,m5~53-v1.tif,f3~35-v1.tif,102,1.340767848949433
29,m2~26-v1.tif,f2~26-v1.tif,102,1.3729545326898684
30,m4~410-v1.tif,f1~12-v1.tif,102,1.2636597291612084
31,m3~36-v1.tif,f5~56-v1.tif,102,1.1368353854128361
32,m4~42-v1.tif,f2~21-v1.tif,102,1.146155123286911
33,m2~26-v1.tif,f3~33-v1.tif,102,1.4749597756485566
34,m2~29-v1.tif,f5~58-v1.tif,102,1.300918773670885
35,m3~34-v1.tif,f3~35-v1.tif,102,1.4834310779626807
36,m2~28-v1.tif,f2~21-v1.tif,102,1.3266907758711708
37,m2~24-v1.tif,f2~22-v1.tif,102,1.3269554762779343
38,m4~47-v1.tif,f5~56-v1.tif,102,1.3981455946125276
39,m2~27-v1.tif,f5~56-v1.tif,102,1.441763624173888
40,m5~52-v1.tif,f5~56-v1.tif,102,1.1656566070164418
41,m4~42-v1.tif,f5~56-v1.tif,102,1.173905445797216
42,m3~35-v1.tif,f3~36-v1.tif,102,1.325477867330318
43,m1~19-v1.tif,f5~59-v1.tif,102,1.205098767497076
44,m4~410-v1.tif,f4~43-v1.tif,102,1.301384566640879
45,m2~27-v1.tif,f3~31-v1.tif,102,1.1633407800900175
46,m4~48-v1.tif,f3~35-v1.tif,102,1.486407284186885
47,m1~17-v1.tif,f5~51-v1.tif,102,1.0677638883832923
48,m5~51-v1.tif,f2~22-v1.tif,102,1.103030699090826
49,m2~27-v1.tif,f5~56-v1.tif,102,1.3781246138707188
50,m4~43-v1.tif,f3~33-v1.tif,102,1.4380465256226493
51,m2~26-v1.tif,f3~35-v1.tif,102,1.1620456759134241
52,m2~26-v1.tif,f3~33-v1.tif,102,1.166464729947584
53,m4~43-v1.tif,f1~16-v1.tif,102,1.148130304963641
54,m1~15-v1.tif,f1~16-v1.tif,102,1.0861729706983976
55,m2~26-v1.tif,f3~37-v1.tif,102,1.2737930035812814
56,m2~27-v1.tif,f1~16-v1.tif,102,1.0419910190039874
57,m3~34-v1.tif,f1~16-v1.tif,102,1.0392196167638927
58,m2~24-v1.tif,f4~46-v1.tif,102,1.2268215629294348
59,m1~17-v1.tif,f3~35-v1.tif,102,1.0146368268412518
60,m1~19-v1.tif,f5~58-v1.tif,102,1.2228506445672376
61,m4~43-v1.tif,f2~21-v1.tif,102,1.0970013702151393
62,m1~19-v1.tif,f4~45-v1.tif,102,1.4822895557295137
63,m4~48-v1.tif,f3~36-v1.tif,102,1.4291862908184998
64,m4~48-v1.tif,f5~54-v1.tif,102,1.4900055567421466
65,m5~52-v1.tif,f5~59-v1.tif,102,1.2235867607599729
66,m1~17-v1.tif,f3~36-v1.tif,102,1.4169220530566982
67,m4~48-v1.tif,f1~12-v1.tif,102,1.3473354245054487
68,m4~410-v1.tif,f5~58-v1.tif,102,1.4130853141355209
69,m3~36-v1.tif,f3~33-v1.tif,102,1.2637936715076907
70,m1~12-v1.tif,f4~46-v1.tif,102,1.3366303640489732
71,m1~15-v1.tif,f3~36-v1.tif,102,1.027407686420001
72,m2~26-v1.tif,f2~26-v1.tif,102,1.2037705794059568
73,m1~19-v1.tif,f5~58-v1.tif,102,1.254080637314726
74,m3~36-v1.tif,f5~59-v1.tif,102,1.447605397826516
75,m3~36-v1.tif,f2~21-v1.tif,102,1.072032977126851
76,m2~26-v1.tif,f2~22-v1.tif,102,1.2959591394289114
77,m2~28-v1.tif,f2~21-v1.tif,102,1.0699276570844474
78,m3~34-v1.tif,f3~36-v1.tif,102,1.4384151985257596
79,m5~51-v1.tif,f5~59-v1.tif,102,1.4075531981190579
80,m2~24-v1.tif,f5~56-v1.tif,102,1.46492526865645
81,m4~43-v1.tif,f2~21-v1.tif,102,1.2578799180786484
82,m4~43-v1.tif,f2~21-v1.tif,102,1.2109031455870793
83,m1~15-v1.tif,f1~12-v1.tif,102,1.2495304597665502
84,m1~18-v1.tif,f4~46-v1.tif,102,1.3381904242330707
85,m5~53-v1.tif,f5~56-v1.tif,102,1.472392455698732
86,m2~29-v1.tif,f4~46-v1.tif,102,1.1502041670631429
87,m3~36-v1.tif,f3~37-v1.tif,102,1.4366378151851749
88,m4~410-v1.tif,f5~58-v1.tif,102,1.1567517419199442
89,m4~42-v1.tif,f2~22-v1.tif,102,1.1566727563772052
90,m2~28-v1.tif,f3~35-v1.tif,102,1.1524948056688031
91,m5~51-v1.tif,f3~31-v1.tif,102,1.4897164940957577
92,m3~34-v1.tif,f4~45-v1.tif,102,1.4378287561365704
93,m2~26-v1.tif,f4~46-v1.tif,102,1.46577220726363
94,m3~34-v1.tif,f3~31-v1.tif,102,1.137793141231322
95,m2~26-v1.tif,f2~22-v1.tif,102,1.4864814417479537
96,m5~53-v1.tif,f5~59-v1.tif,102,1.2060838257606896
97,m1~12-v1.tif,f3~31-v1.tif,102,1.3079737427157756
98,m3~36-v1.tif,f1~11-v1.tif,102,1.2895596452563018
99,m2~26-v1.tif,f5~54-v1.tif,102,1.2810757712161724
100,m1~12-v1.tif,f2~22-v1.tif,102,1.399473676712083
101,m2~28-v1.tif,f2~22-v1.tif,102,1.1280047651132028
102,m3~36-v1.tif,f4~46-v1.tif,102,1.1963987217188736
103,m2~26-v1.tif,f4~46-v1.tif,102,1.4603232311189351
104,m5~52-v1.tif,f2~22-v1.tif,102,1.3371415595320768
105,m1~15-v1.tif,f1~11-v1.tif,102,1.4373136384992242
106,m1~12-v1.tif,f3~33-v1.tif,102,1.2738337768558945
107,m5~52-v1.tif,f3~37-v1.tif,102,1.369868602977022
108,m1~18-v1.tif,f3~33-v1.tif,102,1.0564081932395764
109,m1~15-v1.tif,f3~37-v1.tif,102,1.139266710964666
110,m1~15-v1.tif,f2~21-v1.tif,102,1.257156117599369
111,m1~17-v1.tif,f2~21-v1.tif,102,1.4114557644976875
112,m2~26-v1.tif,f5~59-v1.tif,102,1.392549655950071
113,m3~34-v1.tif,f5~51-v1.tif,102,1.4957077826019238
114,m1~17-v1.tif,f5~59-v1.tif,102,1.4869825066793338
115,m2~27-v1.tif,f2~26-v1.tif,102,1.3018266866635788
116,m2~24-v1.tif,f4~45-v1.tif,102,1.3682567500255365
117,m4~43-v1.tif,f4~46-v1.tif,102,1.4882877873365967
118,m2~27-v1.tif,f1~11-v1.tif,102,1.4393317113670925
119,m2~26-v1.tif,f5~58-v1.tif,102,1.1975277224345202
120,m2~26-v1.tif,f1~16-v1.tif,102,1.083141138763151
121,m2~24-v1.tif,f4~45-v1.tif,102,1.2136335353010714
122,m1~19-v1.tif,f5~54-v1.tif,102,1.1207856936884064
123,m1~17-v1.tif,f3~37-v1.tif,102,1.116145335646772
124,m5~51-v1.tif,f1~12-v1.tif,102,1.2259187481827876
125,m3~35-v1.tif,f3~31-v1.tif,102,1.4758595628452214
126,m3~36-v1.tif,f4~45-v1.tif,102,1.3114301100840375
127,m5~51-v1.tif,f2~21-v1.tif,102,1.4624690567915248
128,m1~15-v1.tif,f1~11-v1.tif,102,1.3882996815547697
129,m5~51-v1.tif,f2~21-v1.tif,102,1.038666842700766
130,m3~34-v1.tif,f2~22-v1.tif,102,1.4330363525807628
131,m4~48-v1.tif,f2~21-v1.tif,102,1.414537585028686
132,m2~27-v1.tif,f3~37-v1.tif,102,1.2665216517549924
133,m3~34-v1.tif,f5~54-v1.tif,102,1.0205441596192528
134,m5~51-v1.tif,f1~12-v1.tif,102,1.088534508135338
135,m2~26-v1.tif,f1~12-v1.tif,102,1.2194372297782095
136,m1~15-v1.tif,f5~51-v1.tif,102,1.3108084096252663
137,m2~28-v1.tif,f2~22-v1.tif,102,1.3411441555200079
138,m1~15-v1.tif,f4~46-v1.tif,102,1.2265868221588532
139,m1~12-v1.tif,f3~31-v1.tif,102,1.1685621059710987
140,m4~43-v1.tif,f4~46-v1.tif,102,1.185214657626014
141,m4~410-v1.tif,f4~43-v1.tif,102,1.1743145773091652
142,m5~53-v1.tif,f1~16-v1.tif,102,1.4256854858877839
143,m5~51-v1.tif,f5~54-v1.tif,102,1.1576445404996172
144,m2~27-v1.tif,f4~43-v1.tif,102,1.4283264542106304
145,m2~28-v1.tif,f3~35-v1.tif,102,1.0642696832815148
146,m4~42-v1.tif,f1~11-v1.tif,102,1.3733757838636564
147,m1~15-v1.tif,f4~46-v1.tif,102,1.1478209886447714
148,m3~34-v1.tif,f3~36-v1.tif,102,1.2845262729203903
149,m1~15-v1.tif,f2~26-v1.tif,102,1.0139607451116275
150,m2~28-v1.tif,f5~56-v1.tif,102,1.23172052703715
151,m2~24-v1.tif,f5~59-v1.tif,102,1.107641430032867
152,m3~34-v1.tif,f4~46-v1.tif,102,1.3060322137046174
153,m4~42-v1.tif,f3~31-v1.tif,102,1.0307589527581567
154,m4~42-v1.tif,f1~12-v1.tif,102,1.1746230933138
155,m2~24-v1.tif,f1~16-v1.tif,102,1.4612044661164902
156,m5~53-v1.tif,f3~37-v1.tif,102,1.4134644081135437
157,m5~51-v1.tif,f2~21-v1.tif,102,1.4831690762880623
158,m4~48-v1.tif,f3~37-v1.tif,102,1.02301946656319
159,m1~19-v1.tif,f1~16-v1.tif,102,1.4985659858151519
160,m4~42-v1.tif,f3~35-v1.tif,102,1.1382236198755704
161,m4~43-v1.tif,f5~51-v1.tif,102,1.3003931810893494
162,m4~42-v1.tif,f3~31-v1.tif,102,1.1856119381078032
163,m4~47-v1.tif,f5~58-v1.tif,102,1.0531668242021506
164,m5~53-v1.tif,f2~26-v1.tif,102,1.1317729859658916
165,m3~34-v1.tif,f5~54-v1.tif,102,1.0746293749686657
166,m5~52-v1.tif,f3~36-v1.tif,102,1.1943126552307934
167,m5~53-v1.tif,f2~21-v1.tif,102,1.4980556991552458
168,m1~17-v1.tif,f3~35-v1.tif,102,1.1829066167715543
169,m5~51-v1.tif,f2~22-v1.tif,102,1.369467297429342
170,m4~410-v1.tif,f3~35-v1.tif,102,1.4420478106168646
171,m4~43-v1.tif,f5~54-v1.tif,102,1.3001617969321229
172,m1~19-v1.tif,f1~11-v1.tif,102,1.4542387202565203
173,m4~47-v1.tif,f3~36-v1.tif,102,1.285414801888218
174,m4~48-v1.tif,f4~45-v1.tif,102,1.3627366409516561
175,m1~19-v1.tif,f5~51-v1.tif,102,1.3141774012463863
176,m2~29-v1.tif,f5~59-v1.tif,102,1.0778705612437338
177,m1~19-v1.tif,f4~43-v1.tif,102,1.137908872194422
178,m1~19-v1.tif,f5~54-v1.tif,102,1.2165332438215408
179,m5~52-v1.tif,f5~54-v1.tif,102,1.1759230422363258
180,m4~47-v1.tif,f4~45-v1.tif,102,1.0656702136462846
181,m2~24-v1.tif,f3~33-v1.tif,102,1.0368233385509993
182,m4~410-v1.tif,f3~36-v1.tif,102,1.168359704023482
183,m1~15-v1.tif,f2~26-v1.tif,102,1.4761721965685148
184,m2~26-v1.tif,f5~54-v1.tif,102,1.31002570476853
185,m1~12-v1.tif,f5~56-v1.tif,102,1.4942846113926298
186,m3~34-v1.tif,f3~33-v1.tif,102,1.3033603292515328
187,m4~42-v1.tif,f5~59-v1.tif,102,1.1659318499789475
188,m2~24-v1.tif,f3~31-v1.tif,102,1.3257533881433252
189,m4~42-v1.tif,f4~43-v1.tif,102,1.0371930829393343
190,m5~51-v1.tif,f3~35-v1.tif,102,1.30414709875197
