trial,m_image,f_image,p_id_solution,iti
0,m4~42-v1.tif,f1~12-v1.tif,102,1.365682632284848
1,m1~19-v1.tif,f2~26-v1.tif,102,1.0395604679989172
2,m4~410-v1.tif,f3~31-v1.tif,102,1.420151534655306
3,m1~12-v1.tif,f5~54-v1.tif,102,1.285346308520489
4,m5~51-v1.tif,f3~33-v1.tif,102,1.1605713585046307
5,m3~34-v1.tif,f3~37-v1.tif,102,1.192062817457226
6,m1~19-v1.tif,f2~21-v1.tif,102,1.2335093512007989
7,m1~18-v1.tif,f4~46-v1.tif,102,1.0346153160579377
8,m1~17-v1.tif,f4~45-v1.tif,102,1.2350205451729621
9,m1~15-v1.tif,f2~22-v1.tif,102,1.1788447295840598
10,m5~52-v1.tif,f1~16-v1.tif,102,1.0651997909517412
11,m5~51-v1.tif,f4~45-v1.tif,102,1.1292861853784242
12,m4~48-v1.tif,f3~36-v1.tif,102,1.3758389460359453
13,m4~43-v1.tif,f2~22-v1.tif,102,1.1292604557203678
14,m3~34-v1.tif,f2~26-v1.tif,102,1.0816246507955862
15,m5~53-v1.tif,f2~21-v1.tif,102,1.1858707284962027
16,m2~24-v1.tif,f4~45-v1.tif,102,1.2089035405838136
17,m3~34-v1.tif,f5~58-v1.tif,102,1.0123462257802018
18,m2~24-v1.tif,f3~37-v1.tif,102,1.4583456966835024
19,m4~47-v1.tif,f2~21-v1.tif,102,1.4477720774459732
20,m4~47-v1.tif,f3~35-v1.tif,102,1.004558611026523
21,m3~35-v1.tif,f3~31-v1.tif,102,1.0169926463729957
22,m1~17-v1.tif,f4~43-v1.tif,102,1.1060398118094212
23,m4~47-v1.tif,f5~51-v1.tif,102,1.1234611845220213
24,m4~410-v1.tif,f3~33-v1.tif,102,1.1979346212279978
25,m2~26-v1.tif,f2~21-v1.tif,102,1.0684173270127608
26,m2~29-v1.tif,f1~12-v1.tif,102,1.0203754012003614
27,m2~27-v1.tif,f2~26-v1.tif,102,1.3711559164868592
28,m1~19-v1.tif,f3~31-v1.tif,102,1.2336542069352407
29,m2~29-v1.tif,f2~26-v1.tif,102,1.2773699252797934
30,m1~15-v1.tif,f2~21-v1.tif,102,1.3525514580414735
31,m4~48-v1.tif,f5~54-v1.tif,102,1.3432806307511442
32,m3~36-v1.tif,f1~11-v1.tif,102,1.3732350491551246
33,m2~24-v1.tif,f5~58-v1.tif,102,1.3849146383448758
34,m5~53-v1.tif,f5~58-v1.tif,102,1.3471556411158099
35,m5~51-v1.tif,f2~26-v1.tif,102,1.2252163113738335
36,m4~48-v1.tif,f1~11-v1.tif,102,1.215625583717496
37,m1~12-v1.tif,f4~45-v1.tif,102,1.1956428562816508
38,m3~35-v1.tif,f4~46-v1.tif,102,1.1706999835014658
39,m2~24-v1.tif,f1~12-v1.tif,102,1.496701033689778
40,m1~19-v1.tif,f5~59-v1.tif,102,1.160111780870276
41,m1~17-v1.tif,f5~56-v1.tif,102,1.1982490831707397
42,m1~19-v1.tif,f4~43-v1.tif,102,1.3709324271342669
43,m3~35-v1.tif,f1~11-v1.tif,102,1.185256979387869
44,m5~51-v1.tif,f5~51-v1.tif,102,1.3897704879628754
45,m4~43-v1.tif,f4~45-v1.tif,102,1.214040075305938
46,m3~34-v1.tif,f5~51-v1.tif,102,1.0275851481416587
47,m5~51-v1.tif,f2~26-v1.tif,102,1.0147311626171602
48,m1~15-v1.tif,f3~31-v1.tif,102,1.41261875737873
49,m1~15-v1.tif,f4~43-v1.tif,102,1.0080755964560277
50,m4~410-v1.tif,f4~45-v1.tif,102,1.3486595752866086
51,m2~27-v1.tif,f3~31-v1.tif,102,1.3712043455689935
