trial,m_image,f_image,p_id_solution,iti
0,m4~43-v1.tif,f3~35-v1.tif,102,1.0422042086245646
1,m4~410-v1.tif,f4~43-v1.tif,102,1.3278477601069207
2,m4~48-v1.tif,f1~16-v1.tif,102,1.4147353445849462
3,m3~35-v1.tif,f4~43-v1.tif,102,1.2825322312644862
4,m4~47-v1.tif,f1~11-v1.tif,102,1.1186549293063197
5,m5~52-v1.tif,f1~11-v1.tif,102,1.2086960024521956
6,m2~29-v1.tif,f5~59-v1.tif,102,1.23879753182982
7,m3~34-v1.tif,f5~51-v1.tif,102,1.0363690673527595
8,m3~34-v1.tif,f3~36-v1.tif,102,1.3844741818992776
9,m4~43-v1.tif,f4~46-v1.tif,102,1.31319436308985
10,m2~29-v1.tif,f2~26-v1.tif,102,1.1947604555121094
11,m1~18-v1.tif,f1~11-v1.tif,102,1.2237686743043894
12,m2~27-v1.tif,f1~11-v1.tif,102,1.3661305921312359
13,m2~28-v1.tif,f5~54-v1.tif,102,1.48334916450725
14,m3~36-v1.tif,f4~45-v1.tif,102,1.0590251306913556
15,m3~34-v1.tif,f4~43-v1.tif,102,1.2631807256578287
16,m3~34-v1.tif,f5~59-v1.tif,102,1.1516208513594446
17,m2~27-v1.tif,f5~54-v1.tif,102,1.1098864375499509
18,m2~27-v1.tif,f5~51-v1.tif,102,1.2928317903033295
19,m3~34-v1.tif,f2~26-v1.tif,102,1.3694002485964925
20,m1~19-v1.tif,f3~31-v1.tif,102,1.1894686375565324
21,m3~35-v1.tif,f3~33-v1.tif,102,1.020133358063287
22,m3~35-v1.tif,f2~21-v1.tif,102,1.1334103678403502
23,m4~43-v1.tif,f3~37-v1.tif,102,1.064297091697434
24,m2~27-v1.tif,f5~59-v1.tif,102,1.1207222832581332
25,m4~42-v1.tif,f3~33-v1.tif,102,1.270609277040664
26,m1~15-v1.tif,f4~43-v1.tif,102,1.3502195128459302
27,m1~17-v1.tif,f2~21-v1.tif,102,1.3305034664970499
28,m4~47-v1.tif,f3~31-v1.tif,102,1.4992797602838412
29,m1~15-v1.tif,f5~59-v1.tif,102,1.107818086383998
30,m4~47-v1.tif,f4~43-v1.tif,102,1.2358457199901536
31,m2~29-v1.tif,f3~35-v1.tif,102,1.407255155798514
32,m2~26-v1.tif,f2~21-v1.tif,102,1.1584498980294036
33,m3~36-v1.tif,f2~21-v1.tif,102,1.4232746591563077
34,m2~27-v1.tif,f5~54-v1.tif,102,1.2370326016114228
35,m1~18-v1.tif,f5~58-v1.tif,102,1.0996885823710452
36,m4~42-v1.tif,f4~45-v1.tif,102,1.3707593062173413
37,m2~27-v1.tif,f1~11-v1.tif,102,1.3164851296312774
38,m3~34-v1.tif,f2~21-v1.tif,102,1.4479552918790126
39,m2~26-v1.tif,f5~51-v1.tif,102,1.3214792510054898
40,m4~47-v1.tif,f4~45-v1.tif,102,1.2168247341303977
41,m1~17-v1.tif,f5~54-v1.tif,102,1.0430743329241468
42,m5~53-v1.tif,f2~21-v1.tif,102,1.3592358692265094
43,m1~15-v1.tif,f4~45-v1.tif,102,1.2670637994293834
44,m2~24-v1.tif,f2~21-v1.tif,102,1.2128872843806027
45,m3~34-v1.tif,f1~12-v1.tif,102,1.3379672198374668
46,m3~34-v1.tif,f5~51-v1.tif,102,1.4052272099628516
47,m2~27-v1.tif,f5~51-v1.tif,102,1.1383024028085655
48,m4~42-v1.tif,f5~51-v1.tif,102,1.049706456658561
49,m1~15-v1.tif,f1~16-v1.tif,102,1.27630353517453
50,m2~24-v1.tif,f3~35-v1.tif,102,1.4757464336964934
51,m2~24-v1.tif,f4~46-v1.tif,102,1.1651735195077138
52,m3~36-v1.tif,f3~31-v1.tif,102,1.3121254802197382
53,m2~29-v1.tif,f5~56-v1.tif,102,1.2141582305969245
54,m5~52-v1.tif,f4~45-v1.tif,102,1.444716865398068
55,m5~52-v1.tif,f3~31-v1.tif,102,1.291552813931781
56,m1~18-v1.tif,f3~35-v1.tif,102,1.3359381001109918
57,m1~15-v1.tif,f5~58-v1.tif,102,1.3974682231187223
58,m4~48-v1.tif,f3~33-v1.tif,102,1.4505487689434284
59,m2~24-v1.tif,f1~16-v1.tif,102,1.3275917327744111
60,m5~51-v1.tif,f5~54-v1.tif,102,1.2556687080156097
61,m2~24-v1.tif,f4~46-v1.tif,102,1.2714005187203197
62,m1~12-v1.tif,f5~54-v1.tif,102,1.2138267382233643
63,m5~52-v1.tif,f2~22-v1.tif,102,1.0166367742003954
64,m1~19-v1.tif,f1~16-v1.tif,102,1.1369921282420907
65,m4~48-v1.tif,f5~51-v1.tif,102,1.1446423259760568
66,m3~36-v1.tif,f3~31-v1.tif,102,1.2851800679956202
67,m2~24-v1.tif,f5~51-v1.tif,102,1.2429866430101235
68,m1~19-v1.tif,f4~43-v1.tif,102,1.1579569992684728
69,m4~410-v1.tif,f3~35-v1.tif,102,1.4266725361998251
70,m3~34-v1.tif,f4~43-v1.tif,102,1.3411525901812482
71,m1~19-v1.tif,f4~46-v1.tif,102,1.4109556850708147
72,m1~17-v1.tif,f1~11-v1.tif,102,1.2951588869964747
73,m3~35-v1.tif,f4~43-v1.tif,102,1.0414368830109444
74,m4~42-v1.tif,f2~22-v1.tif,102,1.0015774656202097
75,m1~18-v1.tif,f3~37-v1.tif,102,1.2699022804930953
76,m4~410-v1.tif,f4~46-v1.tif,102,1.4927680317265688
77,m1~15-v1.tif,f2~26-v1.tif,102,1.2341680968830733
78,m3~34-v1.tif,f4~45-v1.tif,102,1.3920321037016512
79,m1~17-v1.tif,f3~31-v1.tif,102,1.3490899663757803
80,m1~15-v1.tif,f5~54-v1.tif,102,1.2590578855397825
81,m2~28-v1.tif,f3~33-v1.tif,102,1.1139117252633601
82,m4~43-v1.tif,f5~56-v1.tif,102,1.4941665474805639
83,m2~28-v1.tif,f1~11-v1.tif,102,1.0486920977208753
84,m3~35-v1.tif,f4~46-v1.tif,102,1.4267708106116297
85,m4~47-v1.tif,f1~11-v1.tif,102,1.2637012602544402
86,m1~17-v1.tif,f1~12-v1.tif,102,1.0978298149780386
87,m5~51-v1.tif,f5~59-v1.tif,102,1.481075700348967
88,m5~51-v1.tif,f5~58-v1.tif,102,1.203682382777465
89,m5~51-v1.tif,f1~16-v1.tif,102,1.2219734173614794
90,m1~12-v1.tif,f5~51-v1.tif,102,1.433635758586377
91,m2~29-v1.tif,f1~16-v1.tif,102,1.0636657752507692
92,m1~15-v1.tif,f3~37-v1.tif,102,1.461646422825493
93,m4~47-v1.tif,f1~11-v1.tif,102,1.0228788824685473
94,m1~12-v1.tif,f2~22-v1.tif,102,1.4050883139082817
95,m2~28-v1.tif,f5~56-v1.tif,102,1.1603729648662622
96,m4~42-v1.tif,f4~45-v1.tif,102,1.0491751538010168
97,m4~47-v1.tif,f5~59-v1.tif,102,1.4200886523216685
98,m2~27-v1.tif,f4~43-v1.tif,102,1.4666823484479008
99,m4~48-v1.tif,f4~46-v1.tif,102,1.106211607322041
100,m1~18-v1.tif,f3~33-v1.tif,102,1.1520152061301243
101,m3~34-v1.tif,f4~46-v1.tif,102,1.3853392470859063
102,m5~53-v1.tif,f1~11-v1.tif,102,1.1067315720068136
103,m4~42-v1.tif,f1~12-v1.tif,102,1.0240269016310666
104,m1~18-v1.tif,f5~51-v1.tif,102,1.4885279184572604
105,m4~48-v1.tif,f5~54-v1.tif,102,1.169889422581945
106,m4~43-v1.tif,f1~16-v1.tif,102,1.3738954819362514
107,m1~17-v1.tif,f2~26-v1.tif,102,1.2505058995364895
108,m4~48-v1.tif,f1~16-v1.tif,102,1.3420770037099936
109,m2~29-v1.tif,f1~16-v1.tif,102,1.0762814166574306
110,m4~42-v1.tif,f4~46-v1.tif,102,1.3880603698120173
111,m2~27-v1.tif,f4~45-v1.tif,102,1.3173540696968644
112,m4~42-v1.tif,f4~43-v1.tif,102,1.2591393553182957
113,m4~43-v1.tif,f5~59-v1.tif,102,1.1135017012263797
114,m5~53-v1.tif,f1~16-v1.tif,102,1.294115961965229
115,m5~52-v1.tif,f3~36-v1.tif,102,1.2618581950366492
116,m1~19-v1.tif,f3~37-v1.tif,102,1.1353708872636166
117,m1~17-v1.tif,f4~45-v1.tif,102,1.4220317035614436
118,m5~52-v1.tif,f1~12-v1.tif,102,1.4383689787502285
119,m2~29-v1.tif,f3~31-v1.tif,102,1.381100794067771
120,m4~47-v1.tif,f4~46-v1.tif,102,1.1607559805468792
121,m4~47-v1.tif,f4~46-v1.tif,102,1.2168255428081605
122,m5~53-v1.tif,f2~26-v1.tif,102,1.474498077481214
123,m2~26-v1.tif,f2~26-v1.tif,102,1.0895055337235178
124,m2~29-v1.tif,f3~31-v1.tif,102,1.1839233935991635
125,m1~17-v1.tif,f3~37-v1.tif,102,1.3026152470929806
126,m3~35-v1.tif,f5~54-v1.tif,102,1.2064293475550942
127,m5~51-v1.tif,f2~21-v1.tif,102,1.3401371523784098
128,m2~26-v1.tif,f1~11-v1.tif,102,1.2159768002283624
129,m1~12-v1.tif,f4~43-v1.tif,102,1.1412356427567134
130,m4~47-v1.tif,f1~16-v1.tif,102,1.059639022405591
